"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"14692",8326,"BEAL","V","O","DHP2.mm.","182","2012-07-05",NA,60,820,"421,792","-910,601","330,274","771,927","695782,900369776","4996955,18236408",NA
"14693",8326,"BEAL","V","O","DHP1.mm.","454","2012-07-05",NA,60,820,"421,792","-910,601","330,274","771,927",NA,NA,NA
"14694",8327,"BEAL","V","N","DHP1.mm.","265","2012-07-05",NA,60,820,"432,742","-908,775","329,848","771,501","695772,823411667","4996959,81466096",NA
"14695",8328,"BEAL","V","N","DHP1.mm.","581","2012-07-05",NA,60,820,"435,572","-919,234","332,155","773,808","695767,352032338","4996950,47436476",NA
"14696",8329,"ABBA","V","N","DHP1.mm.","164","2012-07-05",NA,60,820,"434,377","-918,93","331,789","773,442","695768,583756724","4996950,453993",NA
"14697",8330,"ABBA","V","N","DHP1.mm.","199","2012-07-05",NA,60,820,"434,302","-919,567","332,196","773,849","695768,488981964","4996949,82024841",NA
"14698",8331,"BEAL","V","N","DHP1.mm.","108","2012-07-05",NA,60,820,"434,424","-920,215","332,412","774,065","695768,201412451","4996949,22756982",NA
"14699",8332,"BEAL","V","N","DHP1.mm.","577","2012-07-05",NA,60,820,"422,822","-920,119","331,608","773,261","695779,411015185","4996946,2770871",NA
"14700",8333,"ABBA","V","N","DHP1.mm.","143","2012-07-05",NA,60,820,"419,229","-922,459","331,631","773,284","695782,260950445","4996943,0789188",NA
"14701",8334,"ABBA","V","N","DHP1.mm.","117","2012-07-05",NA,60,820,"419,038","-921,299","332,071","773,724","695782,74932631","4996944,14707195",NA
"14702",8335,"BEPA","M","N","DHP1.mm.","478","2012-07-05",NA,60,820,"419,637","-919,453","332,35","774,003","695782,656063008","4996946,08373969",NA
"14703",8336,"ACSA","V","N","DHP1.mm.","139","2012-07-05",NA,60,820,"416,563","-915,847","331,864","773,517","695786,565223044","4996948,75369006",NA
"14704",8337,"ABBA","M","N","DHP1.mm.","312","2012-07-05",NA,60,820,"417,71","-915,25","331,57","773,223","695785,616089601","4996949,63004356",NA
"14705",8338,"ABBA","V","N","DHP1.mm.","115","2012-07-05",NA,60,820,"415,483","-913,331","331,378","773,031","695788,266260322","4996950,89586723",NA
"14706",8339,"BEAL","M","N","DHP1.mm.","228","2012-07-05",NA,60,820,"415,718","-911,988","330,883","772,536","695788,39196679","4996952,25216719",NA
