"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"757",6396,"ACSA","V","N","DHP1.mm.","343","2012-06-18",NA,40,20,"259,869","-115,418","143,7","585,353","696147,559836788","4997679,27538319",NA
"758",6397,"ACSA","V","N","DHP1.mm.","448","2012-06-18",NA,40,20,"263,492","-114,504","142,826","584,479","696144,306963247","4997681,10674431",NA
"759",6398,"ACSA","V","N","DHP1.mm.","250","2012-06-18",NA,40,20,"263,546","-118,713","143,227","584,88","696143,150950347","4997677,06339708",NA
"760",6399,"ACSA","V","N","DHP1.mm.","758","2012-06-18",NA,40,20,"262,978","-122,617","143,608","585,261","696142,674547407","4997673,15093124",NA
"761",6400,"ACSA","V","N","DHP1.mm.","418","2012-06-18",NA,40,20,"267,575","-123,197","142,701","584,354","696138,09087646","4997673,79752941",NA
"762",6401,"BEAL","V","N","DHP1.mm.","143","2012-06-18",NA,40,20,"261,29","-131,285","144,963","586,616","696142,028309191","4997664,35217133",NA
"763",6402,"FAGR","V","N","DHP1.mm.","101","2012-06-18",NA,40,20,"259,214","-130,392","145,34","586,993","696144,263810531","4997664,66852756",NA
"764",6403,"FAGR","V","N","DHP1.mm.","127","2012-06-18",NA,40,20,"270,02","-130,506","142,706","584,359","696133,816837217","4997667,39287949",NA
"765",6404,"ACSA","V","N","DHP1.mm.","100","2012-06-18",NA,40,20,"273,129","-127,559","141,967","583,62","696131,592688771","4997671,04925497",NA
"766",6405,"FAGR","M","N","DHP1.mm.","369","2012-06-18",NA,40,20,"276,544","-130,471","141,343","582,996","696127,536827539","4997669,1377654",NA
"767",6406,"ACSA","V","N","DHP1.mm.","188","2012-06-18",NA,40,20,"275,201","-125,624","141,077","582,73","696130,102784699","4997673,45806485",NA
"768",6407,"ACSA","V","N","DHP1.mm.","249","2012-06-18",NA,40,20,"272,975","-120,617","141,764","583,417","696133,561926678","4997677,7010082",NA
"769",6408,"BEAL","V","N","DHP1.mm.","119","2012-06-18",NA,40,20,"270,461","-114,683","142,02","583,673","696137,541840976","4997682,76204916",NA
"770",6409,"BEAL","V","N","DHP1.mm.","194","2012-06-18",NA,40,20,"275,026","-116,198","141,098","582,751","696132,743782064","4997682,49890653",NA
"771",6410,"ACSA","V","N","DHP1.mm.","374","2012-06-18",NA,40,20,"276,47","-116,092","140,664","582,317","696131,379556372","4997682,97983056",NA
"772",6411,"ACSA","V","N","DHP1.mm.","527","2012-06-18",NA,40,20,"275,315","-111,213","140,805","582,458","696133,772673099","4997687,38028781",NA
