"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"13291",13807,"ACPE","V","N","DHP1.mm.","104","2012-08-08",NA,140,700,"473,049","-783,84","287,432","729,085","695766,735675785","4997090,82493912",NA
"13292",13808,"PIRU","V","N","DHP1.mm.","146","2012-08-08",NA,140,700,"473,41","-782,629","286,441","728,094","695766,705295632","4997092,08703787",NA
"13293",13809,"ABBA","V","N","DHP1.mm.","177","2012-08-08",NA,140,700,"473,18","-782,407","286,038","727,691","695766,985244735","4997092,24072221",NA
"13294",13810,"BEAL","M","N","DHP1.mm.","400","2012-08-08",NA,140,700,"473,999","-782,447","286,311","727,964","695766,185230611","4997092,41697308",NA
"13295",13811,"BEAL","V","N","DHP1.mm.","122","2012-08-08",NA,140,700,"473,454","-781,29","285,949","727,602","695767,014078533","4997093,38938541",NA
"13296",13812,"BEAL","V","N","DHP1.mm.","246","2012-08-08",NA,140,700,"473,442","-781,291","285,938","727,591","695767,025384347","4997093,38527398",NA
"13297",13813,"SODE","V","N","DHP1.mm.","150","2012-08-08",NA,140,700,"473,781","-776,091","283,651","725,304","695768,062466189","4997098,48703127",NA
"13298",13814,"BEAL","V","N","DHP1.mm.","219","2012-08-08",NA,140,700,"482,973","-773,489","280,482","722,135","695759,883767491","4997103,40630196",NA
"13299",13815,"SODE","V","N","DHP1.mm.","168","2012-08-08",NA,140,700,"482,309","-774,412","280,739","722,392","695760,281780139","4997102,34236531",NA
"13300",13816,"BEAL","V","N","DHP1.mm.","125","2012-08-08",NA,140,700,"483,19","-781,936","283,374","725,027","695757,459058537","4997095,32024029",NA
"13301",13817,"BEAL","V","N","DHP1.mm.","416","2012-08-08",NA,140,700,"484,819","-787,438","286,616","728,269","695754,445598523","4997090,44352889",NA
"13302",13818,"BEAL","V","N","DHP1.mm.","158","2012-08-08",NA,140,700,"479,655","-791,203","289,544","731,197","695758,436234952","4997085,45959955",NA
"13303",13819,"ABBA","V","N","DHP1.mm.","155","2012-08-08",NA,140,700,"474,815","-789,287","289,881","731,534","695763,604572304","4997086,03718118",NA
"13304",13820,"ACPE","V","N","DHP1.mm.","140","2012-08-08",NA,140,700,"473,204","-788,752","290,025","731,678","695765,297911885","4997086,13038487",NA
"13305",13821,"FAGR","V","N","DHP1.mm.","259","2012-08-08",NA,140,700,"472,285","-790,342","291,462","733,115","695765,766802711","4997084,35657212",NA
"13306",13822,"BEPA","M","N","DHP1.mm.","450","2012-08-08",NA,140,700,"470,467","-786,791","289,909","731,562","695768,450742759","4997087,30293167",NA
