"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"10588",360,"ACPE","V","N","DHP1.mm.","115","2012-05-25","KS/SMR",100,520,"391,2665","-616,53025","241,28","682,933","695889,457471935","4997230,66261239",NA
"10589",2358,"ACPE","V","N","DHP1.mm.","122","2012-05-25","KS/SMR",100,520,"393,962","-610,162","238,645","680,298","695888,529282544","4997237,50864626",NA
"10590",3971,"BEPA","V","N","DHP1.mm.","366","2012-05-25","KS/SMR",100,520,"391,68","-614,562","241,24","682,893","695889,575096468","4997232,66847631",NA
"10591",4790,"BEPA","V","N","DHP1.mm.","349","2012-05-25","KS/SMR",100,520,"386,812","-615,198","240,598","682,251","695894,101075403","4997230,77856499",NA
"10592",4792,"PIRU","V","N","DHP1.mm.","105","2012-05-25","KS/SMR",100,520,"398,095","-623,007","243,019","684,672","695881,17598912","4997226,20998346",NA
"10593",4793,"BEAL","V","N","DHP1.mm.","207","2012-05-25","KS/SMR",100,520,"401,729","-621,449","242,436","684,089","695878,081422859","4997228,665051",NA
"10594",4794,"BEAL","V","N","DHP1.mm.","458","2012-05-25","KS/SMR",100,520,"400,663","-624,354","243,727","685,38","695878,347118465","4997225,58501159",NA
"10595",4795,"BEPA","M","N","DHP1.mm.","247","2012-05-25","KS/SMR",100,520,"391,136","-614,446","240,945","682,598","695890,12994197","4997232,63761837",NA
"10596",4796,"ACPE","V","N","DHP1.mm.","110","2012-05-25","KS/SMR",100,520,"401,412","-611,419","239,249","680,902","695881,017729372","4997238,25090921",NA
"10597",4797,"IND","M","N","DHP1.mm.","160","2012-05-25","KS/SMR",100,520,"400,283","-610,986","239,412","681,065","695882,219663946","4997238,37220531","sorbus"
"10598",4799,"BEPA","M","N","DHP1.mm.","258","2012-05-25","KS/SMR",100,520,"404,976","-610,029","238,229","679,882","695877,94657985","4997240,52566344",NA
"10599",4854,"BEAL","V","N","DHP1.mm.","427","2012-05-25","KS/SMR",100,520,"392,981","-624,163","243,675","685,328","695885,802726016","4997223,75426581",NA
"10600",4855,"ABBA","V","N","DHP1.mm.","109","2012-05-25","KS/SMR",100,520,"393,896","-624,711","244,064","685,717","695884,776926456","4997223,46597984",NA
"10601",4856,"BEAL","V","N","DHP1.mm.","259","2012-05-25","KS/SMR",100,520,"394,278","-624,22","243,771","685,424","695884,537457121","4997224,03950065",NA
"10602",4889,"ACPE","V","N","DHP1.mm.","164","2012-05-25","KS/SMR",100,520,"386,827","-629,085","244,936","686,589","695890,444267145","4997217,39531707",NA
