"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"1883",844,"FAGR","V","N","DHP1.mm.","22","2011-05-26","CLP",80,60,"301,267","-150,523","138,83","580,483","696098,444318715","4997656,29193806",NA
"1884",845,"FAGR","V","N","DHP1.mm.","26","2011-05-26","CLP",80,60,"301,635","-152,464","138,895","580,548","696097,580469016","4997654,51731888",NA
"1885",846,"FAGR","V","N","DHP1.mm.","42","2011-05-26","CLP",80,60,"302,313","-152,077","138,769","580,422","696097,028375634","4997655,06821911",NA
"1886",847,"FAGR","V","N","DHP1.mm.","16","2011-05-26","CLP",80,60,"300,028","-152,44","139,091","580,744","696099,135925063","4997654,11896351",NA
"1887",848,"FAGR","V","N","DHP1.mm.","31","2011-05-26","CLP",80,60,"301,093","-154,715","139,045","580,698","696097,512558531","4997652,20517804",NA
"1888",849,"FAGR","V","N","DHP1.mm.","115","2011-05-26","CLP",80,60,"301,596","-153,689","138,976","580,629","696097,296766534","4997653,3261797",NA
"1889",850,"ACSA","V","N","DHP1.mm.","429","2011-05-26","CLP",80,60,"301,064","-155,954","139,297","580,95","696097,215543981","4997651,0031656",NA
"1890",851,"FAGR","V","N","DHP1.mm.","20","2011-05-26","CLP",80,60,"302,59725","-156,2655","138,971","580,624","696095,655776678","4997651,10502511",NA
"1891",852,"BEAL","V","N","DHP1.mm.","106","2011-05-26","CLP",80,60,"301,035","-158,51","139,18","580,833","696096,573100433","4997648,53155432",NA
"1892",853,"FAGR","V","N","DHP1.mm.","74","2011-05-26","CLP",80,60,"301,412","-159,577","139,083","580,736","696095,929811519","4997647,6018389",NA
"1893",854,"FAGR","V","N","DHP1.mm.","14","2011-05-26","CLP",80,60,"302,308","-158,967","139,008","580,661","696095,226053841","4997648,42489104",NA
"1894",855,"FAGR","V","N","DHP1.mm.","12","2011-05-26","CLP",80,60,"303,07","-159,587","138,883","580,536","696094,328863039","4997648,02706691",NA
"1895",856,"FAGR","V","N","DHP1.mm.","12","2011-05-26","CLP",80,60,"303,789","-158,875","138,762","580,415","696093,822487859","4997648,90202349",NA
"1896",857,"FAGR","V","N","DHP1.mm.","34","2011-05-26","CLP",80,60,"305,507","-158,11","138,675","580,328","696092,366969556","4997650,09009495",NA
"1897",858,"FAGR","V","N","DHP1.mm.","20","2011-05-26","CLP",80,60,"304,209","-156,931","138,7","580,353","696093,927485933","4997650,88621506",NA
"1898",859,"FAGR","V","N","DHP1.mm.","35","2011-05-26","CLP",80,60,"303,994","-156,58","138,801","580,454","696094,226809644","4997651,16819073",NA
"1899",860,"FAGR","V","N","DHP1.mm.","36","2011-05-26","CLP",80,60,"304,714","-156,408","138,762","580,415","696093,577836698","4997651,52284515",NA
"1900",861,"FAGR","V","N","DHP1.mm.","59","2011-05-26","CLP",80,60,"304,502","-156,202","138,713","580,366","696093,836237097","4997651,66582648",NA
"1901",862,"FAGR","V","N","DHP1.mm.","13","2011-05-26","CLP",80,60,"305,552","-156,388","138,554","580,207","696092,775243502","4997651,76191993",NA
"1902",863,"FAGR","V","N","DHP1.mm.","34","2011-05-26","CLP",80,60,"305,443","-155,393","138,48","580,133","696093,141293711","4997652,69251907",NA
"1903",864,"FAGR","V","N","DHP1.mm.","27","2011-05-26","CLP",80,60,"305,366","-155,111","138,461","580,114","696093,28948664","4997652,94417347",NA
"1904",865,"FAGR","V","N","DHP1.mm.","17","2011-05-26","CLP",80,60,"303,967","-152,751","138,477","580,13","696095,257126121","4997654,85229653",NA
"1905",866,"FAGR","V","N","DHP1.mm.","27","2011-05-26","CLP",80,60,"303,782","-151,766","138,501","580,154","696095,693818108","4997655,75332195",NA
"1906",867,"FAGR","V","N","DHP1.mm.","13","2011-05-26","CLP",80,60,"305,871","-152,113","138,485","580,138","696093,588992127","4997655,96672391",NA
"1907",868,"FAGR","V","N","DHP1.mm.","26","2011-05-26","CLP",80,60,"305,52","-150,56","138,421","580,074","696094,334687209","4997657,37176674",NA
"1908",869,"FAGR","V","N","DHP1.mm.","12","2011-05-26","CLP",80,60,"306,139","-151,424","138,554","580,207","696093,511352107","4997656,70121788",NA
"1909",870,"FAGR","V","N","DHP1.mm.","141","2011-05-26","CLP",80,60,"306,331","-152,019","138,626","580,279","696093,17020311","4997656,17799166",NA
"1910",871,"FAGR","V","N","DHP1.mm.","44","2011-05-26","CLP",80,60,"307,274","-152,619","138,522","580,175","696092,103772514","4997655,84692123",NA
"1911",872,"ACPE","V","O","DHP3.mm.","30","2011-05-26","CLP",80,60,"307,019","-152,627","138,514","580,167","696092,347496333","4997655,77232656",NA
"1912",872,"ACPE","V","O","DHP2.mm.","30","2011-05-26","CLP",80,60,"307,019","-152,627","138,514","580,167","696092,347496333","4997655,77232656",NA
"1913",872,"ACPE","V","O","DHP1.mm.","124","2011-05-26","CLP",80,60,"307,019","-152,627","138,514","580,167",NA,NA,NA
"1914",873,"FAGR","V","N","DHP1.mm.","29","2011-05-26","CLP",80,60,"307,543","-153,161","138,338","579,991","696091,702295975","4997655,39498337",NA
"1915",874,"FAGR","V","N","DHP1.mm.","12","2011-05-26","CLP",80,60,"307,546","-153,25","138,315","579,968","696091,676060609","4997655,30997349",NA
"1916",875,"FAGR","V","N","DHP1.mm.","28","2011-05-26","CLP",80,60,"310,001","-154,171","137,835","579,488","696089,06785618","4997655,06603095",NA
"1917",876,"ACSA","V","N","DHP1.mm.","195","2011-05-26","CLP",80,60,"310,112","-154,247","137,856","579,509","696088,940917628","4997655,02187993",NA
"1918",877,"FAGR","V","N","DHP1.mm.","20","2011-05-26","CLP",80,60,"307,891","-155,053","138,213","579,866","696090,870578393","4997653,6623549",NA
"1919",878,"FAGR","M","N","DHP1.mm.","407","2011-05-26","CLP",80,60,"308,304","-155,865","138,117","579,77","696090,259467791","4997652,98790382",NA
"1920",879,"FAGR","V","N","DHP1.mm.","49","2011-05-26","CLP",80,60,"306,533","-155,723","138,364","580,017","696092,003970785","4997652,66028672",NA
"1921",880,"FAGR","V","N","DHP1.mm.","35","2011-05-26","CLP",80,60,"307,259","-157,091","138,205","579,858","696090,945295296","4997651,53194219",NA
"1922",881,"FAGR","V","N","DHP1.mm.","28","2011-05-26","CLP",80,60,"306,99","-157,374","138,239","579,892","696091,130386928","4997651,18857327",NA
"1923",882,"ACSA","V","N","DHP1.mm.","107","2011-05-26","CLP",80,60,"306,912","-158,741","138,462","580,115","696090,847036334","4997649,85031582",NA
"1924",883,"FAGR","V","N","DHP1.mm.","99","2011-05-26","CLP",80,60,"306,147","-159,809","138,474","580,127","696091,304382526","4997648,62010722",NA
"1925",884,"FAGR","M","N","DHP1.mm.","380","2011-05-26","CLP",80,60,"309,08","-156,487","137,966","579,619","696089,348256304","4997652,59182366",NA
"1926",885,"FAGR","V","N","DHP1.mm.","21","2011-05-26","CLP",80,60,"309,435","-156,113","137,897","579,55","696089,104127876","4997653,04547382",NA
"1927",886,"ACPE","V","N","DHP1.mm.","38","2011-05-26","CLP",80,60,"309,845","-156,538","137,952","579,605","696088,597413492","4997652,74330707",NA
