"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"12935",8074,"BEAL","V","N","DHP1.mm.","112","2012-07-05",NA,40,680,"362,735","-781,351","283,147","724,8","695873,732105565","4997064,29067717",NA
"12936",8075,"BEAL","V","N","DHP1.mm.","194","2012-07-05",NA,40,680,"362,969","-781,518","283,247","724,9","695873,46272609","4997064,19106243",NA
"12937",8076,"BEAL","V","N","DHP1.mm.","170","2012-07-05",NA,40,680,"366,422","-791,396","286,267","727,92","695867,54315707","4997055,5742584",NA
"12938",8077,"BEAL","V","N","DHP1.mm.","181","2012-07-05",NA,40,680,"366,709","-791,5595","286,11175","727,76475","695867,223603156","4997055,49191878",NA
"12939",8078,"PIRU","V","N","DHP1.mm.","114","2012-07-05",NA,40,680,"365,503","-795,863","287,084","728,737","695867,257454709","4997051,026994",NA
"12940",8079,"BEAL","V","N","DHP1.mm.","197","2012-07-05",NA,40,680,"368,4025","-796,48225","286,9135","728,5665","695864,299893045","4997051,1905265",NA
"12941",8080,"BEAL","V","N","DHP1.mm.","233","2012-07-05",NA,40,680,"378,264","-789,952","285,239","726,892","695856,506110857","4997060,07226212",NA
"12942",8081,"BEAL","V","N","DHP1.mm.","138","2012-07-05",NA,40,680,"381,6275","-787,271","286,3395","727,9925","695853,966854579","4997063,53896288",NA
"12943",8082,"BEAL","V","N","DHP1.mm.","326","2012-07-05",NA,40,680,"381,2385","-786,8785","285,80975","727,46275","695854,444800537","4997063,81530734",NA
"12944",8083,"BEAL","M","N","DHP1.mm.","212","2012-07-05",NA,40,680,"381,967","-786,90825","286,293","727,946","695853,734717576","4997063,97770253",NA
"12945",8084,"BEAL","V","N","DHP1.mm.","243","2012-07-05",NA,40,680,"382,5955","-786,79425","285,90025","727,55325","695853,158738868","4997064,25244542",NA
"12946",8085,"BEAL","V","N","DHP1.mm.","216","2012-07-05",NA,40,680,"382,285","-783,702","284,918","726,571","695854,269113397","4997067,15196044",NA
"12947",8086,"ACPE","V","N","DHP1.mm.","135","2012-07-05",NA,40,680,"381,424","-781,164","283,907","725,56","695855,764803138","4997069,37278615",NA
"12948",8087,"BEAL","V","N","DHP1.mm.","769","2012-07-05",NA,40,680,"381,157","-777,923","282,99","724,643","695856,872258164","4997072,42710678",NA
"12949",8088,"ACSA","V","N","DHP1.mm.","103","2012-07-05",NA,40,680,"379,446","-779,146","283,459","725,112","695858,200902","4997070,79935554",NA
"12950",8089,"BEPA","V","N","DHP1.mm.","228","2012-07-05",NA,40,680,"376,582","-781,679","283,944","725,597","695860,297454312","4997067,60633922",NA
"12951",8090,"BEAL","V","N","DHP1.mm.","163","2012-07-05",NA,40,680,"375,12","-784,662","284,273","725,926","695860,924438965","4997064,34724241",NA
"12952",8091,"BEAL","V","N","DHP1.mm.","181","2012-07-05",NA,40,680,"374,812","-784,813","284,322","725,975","695861,181748503","4997064,12089347",NA
"12953",8092,"BEAL","V","O","DHP2.mm.","207","2012-07-05",NA,40,680,"370,7505","-785,05275","284,01125","725,66425","695865,034185133","4997062,82450304",NA
"12954",8092,"BEAL","V","O","DHP1.mm.","344","2012-07-05",NA,40,680,"370,7505","-785,05275","284,01125","725,66425",NA,NA,NA
"12955",8093,"BEAL","V","N","DHP1.mm.","158","2012-07-05",NA,40,680,"369,707","-784,14025","283,62475","725,27775","695866,279462536","4997063,43046642",NA
"12956",8094,"BEAL","V","N","DHP1.mm.","588","2012-07-05",NA,40,680,"369,844","-780,748","283,048","724,701","695867,037128806","4997066,73655632",NA
