"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"14932",5756,"ABBA","M","N","DHP1.mm.","230","2012-06-12",NA,100,840,"477,119","-917,015","327,372","769,025","695727,882392543","4996963,51064295",NA
"14933",5757,"ABBA","V","N","DHP1.mm.","275","2012-06-12",NA,100,840,"474,591","-917,043","328,291","769,944","695730,312061357","4996962,82059491",NA
"14934",5758,"BEPA","M","N","DHP1.mm.","370","2012-06-12",NA,100,840,"474,121","-919,699","329,231","770,884","695730,068516962","4996960,13691524",NA
"14935",5759,"BEAL","V","N","DHP1.mm.","278","2012-06-12",NA,100,840,"474,734","-919,979","328,93","770,583","695729,404140195","4996960,02777348",NA
"14936",5760,"ABBA","V","N","DHP1.mm.","119","2012-06-12",NA,100,840,"470,581","-920,203","329,874","771,527","695733,348914563","4996958,72256713",NA
"14937",5761,"ABBA","V","N","DHP1.mm.","108","2012-06-12",NA,100,840,"470,149","-921,045","330,096","771,749","695733,544522367","4996957,7975652",NA
"14938",5762,"ABBA","V","N","DHP1.mm.","249","2012-06-12",NA,100,840,"470,374","-921,693","330,509","772,162","695733,157660007","4996957,23190194",NA
"14939",5763,"BEAL","V","N","DHP1.mm.","535","2012-06-12",NA,100,840,"466,732","-925,048","331,904","773,557","695735,788612663","4996953,04241334",NA
"14940",5764,"ABBA","M","N","DHP1.mm.","243","2012-06-12",NA,100,840,"466,072","-927,431","332,638","774,291","695735,799833563","4996950,57207382",NA
"14941",5765,"ABBA","V","N","DHP1.mm.","185","2012-06-12",NA,100,840,"465,807","-927,648","332,622","774,275","695735,998379955","4996950,29337858",NA
"14942",5766,"ABBA","V","N","DHP1.mm.","280","2012-06-12",NA,100,840,"467,977","-928,843","332,984","774,637","695733,593051851","4996949,71054664",NA
"14943",5767,"ABBA","V","N","DHP1.mm.","137","2012-06-12",NA,100,840,"472,097","-928,731","332,691","774,344","695729,650713865","4996950,89912867",NA
"14944",5768,"BEAL","V","N","DHP1.mm.","753","2012-06-12",NA,100,840,"472,093","-928,337","332,714","774,367","695729,757910084","4996951,27789877",NA
"14945",5769,"BEAL","V","N","DHP1.mm.","147","2012-06-12",NA,100,840,"471,729","-932,597","333,889","775,542","695728,991476099","4996947,0757521",NA
"14946",5770,"BEAL","V","N","DHP1.mm.","173","2012-06-12",NA,100,840,"472,144","-932,527","333,966","775,619","695728,609772619","4996947,25208084",NA
"14947",5771,"BEAL","V","N","DHP1.mm.","235","2012-06-12",NA,100,840,"472,494","-933,045","333,764","775,417","695728,136506247","4996946,84452424",NA
"14948",5772,"BEAL","V","N","DHP1.mm.","117","2012-06-12",NA,100,840,"472,864","-932,315","333,701","775,354","695727,971291063","4996947,64529559",NA
"14949",5773,"ABBA","V","N","DHP1.mm.","153","2012-06-12",NA,100,840,"473,622","-933,024","333,432","775,085","695727,054612952","4996947,16062559",NA
"14950",5774,"BEAL","V","N","DHP1.mm.","205","2012-06-12",NA,100,840,"474,897","-930,971","332,206","773,859","695726,363973032","4996949,47414751",NA
"14951",5775,"ABBA","V","N","DHP1.mm.","294","2012-06-12",NA,100,840,"477,217","-929,365","332,026","773,679","695724,548703242","4996951,63084531",NA
"14952",5776,"PIRU","M","N","DHP1.mm.","442","2012-06-12",NA,100,840,"477,476","-929,926","331,587","773,24","695724,151883375","4996951,15796844",NA
"14953",5777,"PIRU","M","N","DHP1.mm.","134","2012-06-12",NA,100,840,"473,707","-935,906","334,169","775,822","695726,216767642","4996944,4046481",NA
"14954",5778,"ABBA","V","N","DHP1.mm.","398","2012-06-12",NA,100,840,"470,953","-937,042","334,752","776,405","695728,573690827","4996942,58720259",NA
"14955",5779,"ABBA","V","N","DHP1.mm.","268","2012-06-12",NA,100,840,"467,01","-936,38","334,606","776,259","695732,548407744","4996942,19118732",NA
"14956",5780,"ABBA","V","N","DHP1.mm.","119","2012-06-12",NA,100,840,"464,601","-932,466","333,334","774,987","695735,897286011","4996945,33247157",NA
"14957",5781,"BEAL","V","N","DHP1.mm.","250","2012-06-12",NA,100,840,"461,78","-930,279","332,536","774,189","695739,190369925","4996946,70085232",NA
"14958",5782,"BEAL","V","O","DHP2.mm.","135","2012-06-12",NA,100,840,"461,51","-924,219","331,465","773,118","695741,040097648","4996952,47192527",NA
"14959",5782,"BEAL","V","O","DHP1.mm.","474","2012-06-12",NA,100,840,"461,51","-924,219","331,465","773,118",NA,NA,NA
"14960",5783,"BEAL","V","N","DHP1.mm.","191","2012-06-12",NA,100,840,"460,636","-923,45","331,184","772,837","695742,084337797","4996952,98401073",NA
