"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"6012",14948,"BEAL","V","N","DHP1.mm.","345","2012-08-21",NA,180,220,"413,89","-305,124","159,553","601,206","695949,325338119","4997536,7945967",NA
"6013",14949,"PIRU","M","N","DHP1.mm.","184","2012-08-21",NA,180,220,"415,807","-304,631","160,095","601,748","695947,606640732","4997537,7726526",NA
"6014",14950,"FAGR","V","N","DHP1.mm.","197","2012-08-21",NA,180,220,"416,114","-305,239","160,147","601,8","695947,151221088","4997537,26705701",NA
"6015",14951,"PIRU","V","N","DHP1.mm.","218","2012-08-21",NA,180,220,"416,657","-306,551","159,848","601,501","695946,283647049","4997536,14469883",NA
"6016",14952,"ACPE","V","N","DHP1.mm.","101","2012-08-21",NA,180,220,"424,078","-304,193","159,287","600,94","695939,748209437","4997540,36424525",NA
"6017",14953,"FAGR","V","N","DHP1.mm.","112","2012-08-21",NA,180,220,"425,753","-305,141","159,145","600,798","695937,884849734","4997539,88969239",NA
"6018",14954,"FAGR","V","N","DHP1.mm.","124","2012-08-21",NA,180,220,"423,855","-307,062","159,845","601,498","695939,210688362","4997537,54001617",NA
"6019",14955,"FAGR","V","N","DHP1.mm.","106","2012-08-21",NA,180,220,"421,352","-310,28","159,633","601,286","695940,779568661","4997533,78133901",NA
"6020",14956,"FAGR","V","N","DHP1.mm.","166","2012-08-21",NA,180,220,"421,329","-311,805","159,57","601,223","695940,401756627","4997532,30519392",NA
"6021",14957,"ACSA","M","N","DHP1.mm.","468","2012-08-21",NA,180,220,"423,32","-312,085","160,138","601,791","695938,40897653","4997532,55748053",NA
"6022",14958,"FAGR","V","N","DHP1.mm.","228","2012-08-21",NA,180,220,"425,604","-313,683","160,463","602,116","695935,78805074","4997531,61605373",NA
"6023",14959,"ACSA","V","N","DHP1.mm.","544","2012-08-21",NA,180,220,"424,019","-316,871","160,378","602,031","695936,479840033","4997528,12707421",NA
"6024",14960,"ACPE","V","N","DHP1.mm.","136","2012-08-21",NA,180,220,"427,996","-319,295","161,921","603,574","695932,010201131","4997526,83342467",NA
"6025",14961,"ACSA","M","N","DHP1.mm.","565","2012-08-21",NA,180,220,"427,924","-321,549","162,467","604,12","695931,488419927","4997524,64166564",NA
"6026",14962,"FAGR","V","N","DHP1.mm.","211","2012-08-21",NA,180,220,"427,843","-322,244","162,293","603,946","695931,384216701","4997523,95043486",NA
"6027",14963,"PIRU","M","N","DHP1.mm.","196","2012-08-21",NA,180,220,"419,132","-325,185","161,481","603,134","695939,010312919","4997518,83052434",NA
"6028",14964,"FAGR","V","N","DHP1.mm.","131","2012-08-21",NA,180,220,"419,886","-323,848","161,133","602,786","695938,634125411","4997520,31716602",NA
"6029",14965,"FAGR","V","N","DHP1.mm.","253","2012-08-21",NA,180,220,"417,203","-323,985","160,807","602,46","695941,184626464","4997519,48138695",NA
"6030",14966,"ACSA","V","N","DHP1.mm.","283","2012-08-21",NA,180,220,"415,672","-324,281","160,881","602,534","695942,582886771","4997518,79448258",NA
"6031",14967,"FAGR","V","N","DHP1.mm.","252","2012-08-21",NA,180,220,"414,267","-323,794","160,571","602,224","695944,06505099","4997518,89544453",NA
"6032",14968,"ACSA","V","N","DHP1.mm.","577","2012-08-21",NA,180,220,"410,242","-316,282","157,835","599,488","695949,915467026","4997525,08137824",NA
"6033",14969,"BEAL","V","N","DHP1.mm.","323","2012-08-21",NA,180,220,"410,202","-311,349","157,184","598,837","695951,24787796","4997529,82633941",NA
"6034",14970,"ACSA","V","N","DHP1.mm.","220","2012-08-21",NA,180,220,"417,951","-310,238","158,419","600,072","695944,069176585","4997532,92979697",NA
