"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"14024",13901,"BEAL","V","N","DHP1.mm.","279","2012-08-08",NA,140,760,"490,222","-847,041","310,431","752,084","695733,60410495","4997034,40287123",NA
"14025",13902,"BEAL","V","N","DHP1.mm.","134","2012-08-08",NA,140,760,"490,265","-845,664","309,861","751,514","695733,923818678","4997035,74158879",NA
"14026",13903,"ACPE","V","N","DHP1.mm.","110","2012-08-08",NA,140,760,"493,344","-842,926","310,878","752,531","695731,673772969","4997039,18861801",NA
"14027",13904,"BEAL","V","O","DHP2.mm.","137","2012-08-08",NA,140,760,"491,804","-841,058","310,981","752,634",NA,NA,NA
"14028",13904,"BEAL","V","O","DHP1.mm.","385","2012-08-08",NA,140,760,"491,804","-841,058","310,981","752,634","695733,64829352","4997040,58546687",NA
"14029",13905,"BEAL","V","N","DHP1.mm.","421","2012-08-08",NA,140,760,"489,944","-839,476","310,908","752,561","695735,856283267","4997041,62267827",NA
"14030",13906,"BEAL","V","N","DHP1.mm.","143","2012-08-08",NA,140,760,"486,989","-837,517","308,134","749,787","695739,218743363","4997042,73611898",NA
"14031",13907,"ABBA","V","N","DHP1.mm.","251","2012-08-08",NA,140,760,"483,794","-838,675","309,115","750,768","695741,99502391","4997040,78179773",NA
"14032",13908,"BEAL","V","N","DHP1.mm.","387","2012-08-08",NA,140,760,"483,601","-837,592","309,47","751,123","695742,465131867","4997041,77519768",NA
"14033",13909,"ABBA","V","N","DHP1.mm.","262","2012-08-08",NA,140,760,"482,709","-838,63","309,416","751,069","695743,052775645","4997040,54059916",NA
"14034",13910,"BEPA","V","N","DHP1.mm.","231","2012-08-08",NA,140,760,"478,72","-834,651","307,894","749,547","695747,941835411","4997043,33013406",NA
"14035",13911,"ABBA","V","N","DHP1.mm.","191","2012-08-08",NA,140,760,"484,325","-833,908","307,579","749,232","695742,733446882","4997045,51649812",NA
"14036",13912,"BEPA","M","N","DHP1.mm.","268","2012-08-08",NA,140,760,"484,845","-833,113","307,417","749,07","695742,440678972","4997046,41927272",NA
"14037",13913,"BEPA","V","N","DHP1.mm.","201","2012-08-08",NA,140,760,"491,949","-833,496","305,458","747,111","695735,491909504","4997047,91332834",NA
"14038",13914,"BEPA","V","N","DHP1.mm.","295","2012-08-08",NA,140,760,"493,312","-833,001","305,093","746,746","695734,307797242","4997048,74800651",NA
"14039",13915,"BEAL","V","N","DHP1.mm.","353","2012-08-08",NA,140,760,"497,774","-837,319","305,119","746,772","695728,87384706","4997045,75573349",NA
"14040",13916,"PIRU","V","N","DHP1.mm.","105","2012-08-08",NA,140,760,"497,656","-837,131","304,933","746,586","695729,036909561","4997045,90601744",NA
"14041",13917,"BEAL","M","N","DHP1.mm.","330","2012-08-08",NA,140,760,"497,964","-846,055","311,152","752,805","695726,39936604","4997037,38399176",NA
"14042",14096,"BEAL","V","N","DHP1.mm.","235","2012-08-08",NA,140,760,"490,068","-852,592","314,617","756,27","695732,296619644","4997029,01126973",NA
"14043",14097,"ABBA","V","N","DHP1.mm.","116","2012-08-08",NA,140,760,"493,363","-851,189","313,534","755,187","695729,488198036","4997031,22800147",NA
"14044",14098,"BEAL","V","N","DHP1.mm.","304","2012-08-08",NA,140,760,"488,408","-848,519","313,161","754,814","695734,965159025","4997032,50228256",NA
"14045",14099,"BEAL","V","N","DHP1.mm.","110","2012-08-08",NA,140,760,"489,73","-848,437","313,09","754,743","695733,712247503","4997032,92807166",NA
"14046",14100,"ABBA","V","N","DHP1.mm.","108","2012-08-08",NA,140,760,"489,773","-847,016","313,133","754,786","695734,04350176","4997034,30920558",NA
