"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"15386",8467,"BEPA","M","N","DHP1.mm.","208","2012-07-06",NA,60,880,"436,799","-985,925","338,884","780,537","695748,677162891","4996886,50551576",NA
"15387",8468,"BEPA","V","N","DHP1.mm.","272","2012-07-06",NA,60,880,"433,84","-985,368","338,932","780,585","695751,67575582","4996886,2663678",NA
"15388",8469,"BEAL","V","N","DHP1.mm.","376","2012-07-06",NA,60,880,"435,959","-983,443","338,728","780,381","695750,137920514","4996888,67786499",NA
"15389",8470,"BEPA","M","N","DHP1.mm.","215","2012-07-06",NA,60,880,"439,071","-983,39","339,16","780,813","695747,151828016","4996889,54518753",NA
"15390",8471,"BEPA","M","N","DHP1.mm.","318","2012-07-06",NA,60,880,"441,098","-984,724","339,643","781,296","695744,84789551","4996888,79085172",NA
"15391",8472,"BEAL","M","N","DHP1.mm.","244","2012-07-06",NA,60,880,"444,617","-982,259","340,367","782,02","695742,10208245","4996892,09011197",NA
"15392",8473,"ABBA","M","N","DHP1.mm.","296","2012-07-06",NA,60,880,"446,854","-983,233","340,847","782,5","695739,690130723","4996891,73789892",NA
"15393",8474,"BEAL","V","N","DHP1.mm.","225","2012-07-06",NA,60,880,"450,063","-983,387","340,657","782,31","695736,556236487","4996892,43111337",NA
"15394",8475,"BEAL","V","N","DHP1.mm.","169","2012-07-06",NA,60,880,"451,283","-981,779","341,115","782,768","695735,801900311","4996894,30122597",NA
"15395",8476,"BEAL","M","N","DHP1.mm.","194","2012-07-06",NA,60,880,"448,067","-979,666","341,318","782,971","695739,456358404","4996895,49466763",NA
"15396",8477,"PIRU","V","N","DHP1.mm.","162","2012-07-06",NA,60,880,"448,291","-979,344","341,188","782,841","695739,324876247","4996895,86383006",NA
"15397",8478,"ABBA","V","N","DHP1.mm.","158","2012-07-06",NA,60,880,"446,395","-980,826","340,942","782,595","695740,763929858","4996893,93787802",NA
"15398",8479,"BEAL","V","N","DHP1.mm.","196","2012-07-06",NA,60,880,"442,466","-980,856","340,101","781,754","695744,543649622","4996892,87844104",NA
"15399",8480,"BEAL","V","N","DHP1.mm.","157","2012-07-06",NA,60,880,"444,286","-979,026","339,687","781,34","695743,269135725","4996895,11993431",NA
"15400",8481,"BEAL","M","N","DHP1.mm.","188","2012-07-06",NA,60,880,"445,848","-977,839","340,393","782,046","695742,074686863","4996896,67390083",NA
"15401",8482,"BEAL","M","N","DHP1.mm.","232","2012-07-06",NA,60,880,"446,087","-977,574","340,169","781,822","695741,913794353","4996896,99204906",NA
"15402",8483,"BEAL","V","N","DHP1.mm.","228","2012-07-06",NA,60,880,"442,831","-976,828","338,518","780,171","695745,248269539","4996896,85720009",NA
"15403",8484,"ABBA","V","N","DHP1.mm.","122","2012-07-06",NA,60,880,"438,944","-978,265","338,613","780,266","695748,618466334","4996894,4524195",NA
"15404",8485,"BEAL","V","N","DHP1.mm.","362","2012-07-06",NA,60,880,"438,979","-977,816","338,967","780,62","695748,702491893","4996894,89443916",NA
"15405",8486,"ABBA","V","N","DHP1.mm.","179","2012-07-06",NA,60,880,"437,652","-977,91","338,621","780,274","695749,957076039","4996894,45577054",NA
"15406",8487,"BEAL","V","N","DHP1.mm.","479","2012-07-06",NA,60,880,"439,219","-972,806","338,15","779,803","695749,785176449","4996899,78706869",NA
"15407",8488,"ABBA","V","N","DHP1.mm.","165","2012-07-06",NA,60,880,"438,339","-973,027","338,295","779,948","695750,575538759","4996899,34321231",NA
"15408",8489,"BEPA","M","N","DHP1.mm.","214","2012-07-06",NA,60,880,"438,144","-972,498","337,975","779,628","695750,902268987","4996899,80202713",NA
"15409",8490,"ABBA","V","N","DHP1.mm.","195","2012-07-06",NA,60,880,"441,802","-970,664","337,554","779,207","695747,856957116","4996902,52945578",NA
"15410",8491,"BEAL","V","N","DHP1.mm.","334","2012-07-06",NA,60,880,"442,31","-971,195","338,014","779,667","695747,227967744","4996902,15080806",NA
