"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"8129",4302,"BEPA","V","N","DHP1.mm.","114","2011-08-02","VJ",100,340,"353,179","-437,373","193,53","635,183","695973,164347213","4997393,38190463",NA
"8130",4303,"BEPA","M","N","DHP1.mm.","146","2011-08-02","VJ",100,340,"353,5","-437,089","193,615","635,268","695972,929389439","4997393,73987637","BE??"
"8131",4304,"BEPA","V","N","DHP1.mm.","195","2011-08-02","VJ",100,340,"354,097","-437,29","193,557","635,21","695972,301157298","4997393,70269471",NA
"8132",4305,"ACSA","V","N","DHP1.mm.","189","2011-08-02","VJ",100,340,"354,576","-438,286","193,857","635,51","695971,578161762","4997392,86817691",NA
"8133",4306,"ACSA","V","N","DHP1.mm.","145","2011-08-02","VJ",100,340,"354,091","-438,614","193,782","635,435","695971,959676356","4997392,42477411",NA
"8134",4307,"BEAL","V","N","DHP1.mm.","139","2011-08-02","VJ",100,340,"351,891","-440,531","193,723","635,376","695973,577694606","4997389,99974393",NA
"8135",4308,"BEPA","V","N","DHP1.mm.","121","2011-08-02","VJ",100,340,"351,93","-444,353","194,654","636,307","695972,537646023","4997386,32553361",NA
"8136",4309,"ACSA","V","O","DHP3.mm.","103","2011-08-02","VJ",100,340,"354,889","-443,407","195,139","636,792",NA,NA,"M�ME BASE QUE 4310-4311"
"8137",4309,"ACSA","V","O","DHP1.mm.","220","2011-08-02","VJ",100,340,"354,889","-443,407","195,139","636,792","695969,933267053","4997388,01358592","M�ME BASE QUE 4310-4311"
"8138",4309,"ACSA","V","O","DHP2.mm.","258","2011-08-02","VJ",100,340,"354,889","-443,407","195,139","636,792",NA,NA,"M�ME BASE QUE 4310-4311"
"8139",4310,"ACSA","V","N","DHP1.mm.","116","2011-08-02","VJ",100,340,"354,864","-443,482","195,162","636,815","695969,937695903","4997387,93472818",NA
"8140",4311,"ACSA","V","N","DHP1.mm.","200","2011-08-02","VJ",100,340,"354,817","-443,632","195,135","636,788","695969,943661579","4997387,77779957",NA
"8141",4312,"BEPA","V","N","DHP1.mm.","158","2011-08-02","VJ",100,340,"354,71","-445,273","195,019","636,672","695969,616401206","4997386,16779761",NA
"8142",4313,"ACSA","V","N","DHP1.mm.","115","2011-08-02","VJ",100,340,"353,604","-451,933","196,311","637,964","695968,935777956","4997379,45741593",NA
"8143",4314,"BEAL","V","N","DHP1.mm.","262","2011-08-02","VJ",100,340,"355,413","-451,599","196,415","638,068","695967,279490183","4997380,25386776",NA
"8144",4315,"BEAL","M","N","DHP1.mm.","251","2011-08-02","VJ",100,340,"359,095","-448,477","195,906","637,559","695964,548864854","4997384,22923383",NA
"8145",4316,"BEAL","V","N","DHP1.mm.","338","2011-08-02","VJ",100,340,"360,442","-449,537","195,882","637,535","695962,972323958","4997383,56068266",NA
"8146",4317,"ACSA","V","N","DHP1.mm.","293","2011-08-02","VJ",100,340,"360,514","-445,217","195,217","636,87","695964,035985427","4997387,74408268",NA
"8147",4318,"BEAL","V","N","DHP1.mm.","147","2011-08-02","VJ",100,340,"360,778","-444,377","195,146","636,799","695964,001806435","4997388,62309276",NA
"8148",4319,"ACSA","V","N","DHP1.mm.","102","2011-08-02","VJ",100,340,"360,036","-436,278","193,688","635,341","695966,841344617","4997396,23598008",NA
"8149",4320,"ACSA","V","N","DHP1.mm.","263","2011-08-02","VJ",100,340,"359,99","-436,283","193,664","635,317","695966,884377572","4997396,21909494",NA
"8150",4321,"ACSA","V","N","DHP1.mm.","103","2011-08-02","VJ",100,340,"359,74","-436,41","194,771","636,424","695967,092069466","4997396,03109471",NA
"8151",4322,"ACSA","V","N","DHP1.mm.","138","2011-08-02","VJ",100,340,"360,035","-434,118","193,03","634,683","695967,408843656","4997398,31797555",NA
"8152",4323,"IND","M","N","DHP1.mm.","185","2011-08-02","VJ",100,340,"363,995","-431,863","192,759","634,412","695964,182823175","4997401,53046165",NA
"8153",4324,"ACSA","V","N","DHP1.mm.","475","2011-08-02","VJ",100,340,"365,572","-439,94","195,035","636,688","695960,544108392","4997394,15779027",NA
"8154",4325,"BEAL","V","N","DHP1.mm.","353","2011-08-02","VJ",100,340,"370,747","-441,88","195,494","637,147","695955,046533451","4997393,64493783",NA
"8155",12614,"FAGR","V","N","DHP1.mm.","118","2012-08-01 00:00:00","VJ",100,340,"373,691","-450,7766","199,7805","641,4335","695949,875050857","4997385,84070854",NA
