"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"7587",12486,"ACSA","V","N","DHP1.mm.","276","2012-07-31",NA,120,300,"376,2462","-392,7626","182,4","624,053","695962,628003747","4997442,43687152",NA
"7588",12487,"ACSA","V","N","DHP1.mm.","181","2012-07-31",NA,120,300,"375,2957","-394,6131","182,683","624,336","695963,058935658","4997440,40367266",NA
"7589",12488,"ACSA","V","N","DHP1.mm.","236","2012-07-31",NA,120,300,"373,2516","-393,6313","182,448","624,101","695965,28697602","4997440,81399971",NA
"7590",12489,"ACSA","V","N","DHP1.mm.","268","2012-07-31",NA,120,300,"371,7576","-397,3302","183,339","624,992","695965,757039293","4997436,8563763",NA
"7591",12490,"ACSA","V","N","DHP1.mm.","185","2012-07-31",NA,120,300,"372,133","-397,374","183,309","624,962","695965,383662535","4997436,91261443",NA
"7592",12491,"ACSA","M","N","DHP1.mm.","538","2012-07-31",NA,120,300,"372,2567","-397,8335","183,453","625,106","695965,143894881","4997436,50209727",NA
"7593",12492,"ACSA","V","N","DHP1.mm.","157","2012-07-31",NA,120,300,"368,9665","-393,9339","182,346","623,999","695969,338480293","4997439,3983745",NA
"7594",12493,"ACSA","V","N","DHP1.mm.","385","2012-07-31",NA,120,300,"367,8463","-394,1878","182,451","624,104","695970,35176821","4997438,85980145",NA
"7595",12494,"ACSA","V","N","DHP1.mm.","109","2012-07-31",NA,120,300,"367,9486","-393,1113","182,107","623,76","695970,535499687","4997439,92438803",NA
"7596",12495,"ACSA","V","N","DHP1.mm.","139","2012-07-31",NA,120,300,"368,5815","-392,2027","181,736","623,389","695970,163690795","4997440,96628591","mesured at 1,80m"
"7597",12496,"ACSA","V","N","DHP1.mm.","113","2012-07-31",NA,120,300,"364,8026","-391,1403","181,913","623,566","695974,085232771","4997440,99930045",NA
"7598",12497,"ACSA","M","N","DHP1.mm.","245","2012-07-31",NA,120,300,"366,1934","-401,768","183,726","625,379","695969,957006642","4997431,11889588",NA
"7599",12498,"ACSA","V","N","DHP1.mm.","269","2012-07-31",NA,120,300,"368,6609","-403,9043","184,708","626,361","695967,01799747","4997429,7066727",NA
"7600",12499,"ACSA","V","N","DHP1.mm.","297","2012-07-31",NA,120,300,"367,7523","-404,5178","184,902","626,555","695967,732983655","4997428,87694174",NA
"7601",12500,"ACSA","V","N","DHP1.mm.","125","2012-07-31",NA,120,300,"365,4831","-404,797","185,054","626,707","695969,847281215","4997428,01261412",NA
"7602",12501,"ACSA","V","N","DHP1.mm.","157","2012-07-31",NA,120,300,"366,1738","-406,6945","185,654","627,307","695968,683755449","4997426,36456859",NA
"7603",12502,"ACSA","V","N","DHP1.mm.","158","2012-07-31",NA,120,300,"365,1867","-408,0372","186,065","627,718","695969,28315825","4997424,81129348",NA
"7604",12503,"ACSA","V","N","DHP1.mm.","293","2012-07-31",NA,120,300,"367,1445","-408,1509","185,842","627,495","695967,366001177","4997425,21518681",NA
"7605",12504,"BEAL","V","N","DHP1.mm.","263","2012-07-31",NA,120,300,"371,5279","-408,9528","185,873","627,526","695962,930041404","4997425,59184752",NA
"7606",12505,"ACSA","V","N","DHP1.mm.","185","2012-07-31",NA,120,300,"374,5926","-407,7774","185,814","627,467","695960,283934883","4997427,52876682",NA
"7607",12506,"ACSA","V","N","DHP1.mm.","137","2012-07-31",NA,120,300,"379,8471","-406,0488","185,391","627,044","695955,671939073","4997430,57332658",NA
"7608",12507,"ACSA","V","N","DHP1.mm.","220","2012-07-31",NA,120,300,"380,5054","-406,7742","185,601","627,254","695954,847071112","4997430,04669706",NA
