"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"16146",14324,"BEPA","M","N","DHP1.mm.","305","2012-08-14",NA,140,920,"496,3516","-1013,8422","337,4725","779,1255","695683,945711368","4996875,2128434","mesured at 1,90m"
"16147",14325,"ABBA","V","N","DHP1.mm.","281","2012-08-14",NA,140,920,"518,1454","-1006,0547","338,5975","780,2505","695664,97885135","4996888,43623853","mesured at 1,90m"
"16148",14326,"BEPA","V","N","DHP1.mm.","204","2012-08-14",NA,140,920,"517,6807","-1006,1185","338,6445","780,2975","695665,410092205","4996888,25285108",NA
"16149",14327,"PIRU","V","N","DHP1.mm.","137","2012-08-14",NA,140,920,"515,0544","-998,8008","339,8955","781,5485","695669,861188016","4996894,61833565",NA
"16150",14328,"BEAL","V","N","DHP1.mm.","259","2012-08-14",NA,140,920,"514,7365","-998,4522","339,7775","781,4305","695670,259078689","4996894,8710086",NA
"16151",14329,"BEAL","M","N","DHP1.mm.","271","2012-08-14",NA,140,920,"514,7532","-998,173","340,1405","781,7935","695670,31620965","4996895,14453985",NA
"16152",14330,"BEAL","V","N","DHP1.mm.","378","2012-08-14",NA,140,920,"513,8615","-996,8957","340,7545","782,4075","695671,510832076","4996896,14198825",NA
"16153",14331,"ABBA","V","N","DHP1.mm.","129","2012-08-14",NA,140,920,"514,2948","-996,417","340,6445","782,2975","695671,218683017","4996896,71710697",NA
"16154",14332,"ABBA","V","N","DHP1.mm.","138","2012-08-14",NA,140,920,"523,2848","-995,2307","340,5555","782,2085","695662,863397478","4996900,2186497",NA
"16155",14333,"BEPA","M","N","DHP1.mm.","300","2012-08-14",NA,140,920,"523,6629","-994,6014","340,8635","782,5165","695662,663961754","4996900,92446993",NA
"16156",14334,"ABBA","V","N","DHP1.mm.","320","2012-08-14",NA,140,920,"524,7682","-996,8054","340,9675","782,6205","695661,020367906","4996899,08969913",NA
"16157",14335,"ABBA","M","N","DHP1.mm.","198","2012-08-14",NA,140,920,"526,5545","-996,0206","341,0705","782,7235","695659,504201079","4996900,31477201",NA
"16158",14336,"ABBA","V","N","DHP1.mm.","184","2012-08-14",NA,140,920,"523,6419","-992,2596","340,9705","782,6235","695663,298424323","4996903,17647641",NA
"16159",14337,"ABBA","V","N","DHP1.mm.","141","2012-08-14",NA,140,920,"525,7611","-992,3015","341,3665","783,0195","695661,244508367","4996903,69191828",NA
"16160",14338,"BEAL","M","N","DHP1.mm.","381","2012-08-14",NA,140,920,"528,1482","-992,4402","341,7515","783,4045","695658,906945445","4996904,18431023",NA
"16161",14339,"PIRU","V","N","DHP1.mm.","180","2012-08-14",NA,140,920,"528,4106","-992,4721","341,5895","783,2425","695658,645622805","4996904,22238189",NA
"16162",14340,"ABBA","V","N","DHP1.mm.","278","2012-08-14",NA,140,920,"528,8925","-991,2077","341,7025","783,3555","695658,512700063","4996905,5676689",NA
"16163",14341,"ABBA","M","N","DHP1.mm.","258","2012-08-14",NA,140,920,"530,0199","-990,9545","341,8195","783,4725","695657,492287688","4996906,10745559",NA
"16164",14342,"ABBA","V","N","DHP1.mm.","271","2012-08-14",NA,140,920,"531,7657","-989,7269","341,5775","783,2305","695656,131302876","4996907,74876878",NA
"16165",14343,"ABBA","V","N","DHP1.mm.","136","2012-08-14",NA,140,920,"533,8002","-995,6168","341,6395","783,2925","695652,625197277","4996902,60447504",NA
"16166",14344,"ABBA","V","N","DHP1.mm.","154","2012-08-14",NA,140,920,"532,6086","-995,2313","341,9735","783,6265","695653,875020241","4996902,66356172",NA
"16167",14345,"ABBA","V","N","DHP1.mm.","183","2012-08-14",NA,140,920,"531,1815","-994,7996","341,8555","783,5085","695655,363984697","4996902,70541752",NA
"16168",14346,"ABBA","V","N","DHP1.mm.","208","2012-08-14",NA,140,920,"530,4571","-995,6428","341,7205","783,3735","695655,841153763","4996901,70256673",NA
"16169",14347,"BEPA","M","N","DHP1.mm.","150","2012-08-14",NA,140,920,"529,1367","-996,773","341,3795","783,0325","695656,817596011","4996900,26672387",NA
"16170",14348,"ABBA","V","N","DHP1.mm.","176","2012-08-14",NA,140,920,"528,1377","-996,2068","341,4085","783,0615","695657,929145843","4996900,55052287",NA
"16171",14349,"SODE","V","N","DHP1.mm.","498","2012-08-14",NA,140,920,"523,3276","-999,4001","340,3815","782,0345","695661,728567946","4996896,2105396",NA
"16172",14350,"BEPA","V","N","DHP1.mm.","198","2012-08-14",NA,140,920,"526,7311","-1001,0252","340,2905","781,9435","695658,021327035","4996895,53661594",NA
"16173",14351,"ABBA","V","N","DHP1.mm.","271","2012-08-14",NA,140,920,"530,2785","-1000,0311","341,0885","782,7415","695654,862341523","4996897,42536539",NA
"16174",14352,"BEPA","V","N","DHP1.mm.","206","2012-08-14",NA,140,920,"532,6136","-999,0658","341,4145","783,0675","695652,864469378","4996898,96838362",NA
"16175",14353,"BEPA","V","N","DHP1.mm.","241","2012-08-14",NA,140,920,"533,5308","-999,0353","341,3855","783,0385","695651,988280721","4996899,23835343",NA
"16176",14354,"ABBA","V","N","DHP1.mm.","142","2012-08-14",NA,140,920,"534,5032","-1000,6411","340,9235","782,5765","695650,629702296","4996897,9453947",NA
"16177",14355,"ABBA","V","N","DHP1.mm.","203","2012-08-14",NA,140,920,"533,7375","-1001,2195","340,9265","782,5795","695651,2161379","4996897,18698092",NA
"16178",14356,"BEPA","M","N","DHP1.mm.","221","2012-08-14",NA,140,920,"533,6183","-1002,0618","340,9205","782,5735","695651,110125247","4996896,34373245",NA
"16179",14357,"PIRU","V","N","DHP1.mm.","116","2012-08-14",NA,140,920,"531,3782","-1003,7727","340,3915","782,0445","695652,820857111","4996894,10686675",NA
"16180",14358,"BEPA","V","N","DHP1.mm.","174","2012-08-14",NA,140,920,"531,0678","-1003,8622","340,5955","782,2485","695653,096610779","4996893,93917483",NA
"16181",14359,"BEAL","V","N","DHP1.mm.","383","2012-08-14",NA,140,920,"527,7484","-1004,0932","340,3135","781,9665","695656,235951899","4996892,84586098",NA
"16182",14360,"ABBA","V","N","DHP1.mm.","276","2012-08-14",NA,140,920,"534,0502","-1006,9763","340,1385","781,7915","695649,404771758","4996891,71939482",NA
"16183",14361,"BEPA","M","N","DHP1.mm.","109","2012-08-14",NA,140,920,"530,4742","-1006,402","339,8455","781,4985","695653,002695286","4996891,33509453",NA
"16184",14362,"ABBA","V","N","DHP1.mm.","298","2012-08-14",NA,140,920,"528,7293","-1007,0064","339,8645","781,5175","695654,526268339","4996890,29478732",NA
"16185",14363,"BEPA","V","O","DHP1.mm.","206","2012-08-14",NA,140,920,"520,5071","-1008,9978","338,3635","780,0165",NA,NA,NA
"16186",14363,"BEPA","V","O","DHP2.mm.","233","2012-08-14",NA,140,920,"520,5071","-1008,9978","338,3635","780,0165",NA,NA,NA
"16187",14363,"BEPA","V","O","DHP3.mm.","234","2012-08-14",NA,140,920,"520,5071","-1008,9978","338,3635","780,0165","695661,930222923","4996886,21850379",NA
