"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"1837",6475,"FAGR","V","N","DHP1.mm.","125","2012-06-18",NA,40,60,"277,386","-155,305","143,852","585,505","696120,21155347","4997645,41842895",NA
"1838",6476,"FAGR","M","N","DHP1.mm.","401","2012-06-18",NA,40,60,"278,161","-156,077","143,715","585,368","696119,261963281","4997644,87748527",NA
"1839",6477,"FAGR","V","N","DHP1.mm.","172","2012-06-18",NA,40,60,"277,705","-157,671","144,057","585,71","696119,283469161","4997643,22125432",NA
"1840",6478,"FAGR","V","N","DHP1.mm.","224","2012-06-18",NA,40,60,"278,063","-162,403","143,9","585,553","696117,697222844","4997638,75346535",NA
"1841",6479,"FAGR","V","N","DHP1.mm.","210","2012-06-18",NA,40,60,"273,255","-162,199","144,971","586,624","696122,385680465","4997637,68905801",NA
"1842",6480,"ACSA","V","N","DHP1.mm.","212","2012-06-18",NA,40,60,"273,821","-163,658","144,851","586,504","696121,45737838","4997636,43102318",NA
"1843",6481,"FAGR","V","N","DHP1.mm.","129","2012-06-18",NA,40,60,"273,133","-163,951","145,139","586,792","696122,04376661","4997635,96811687",NA
"1844",6482,"FAGR","V","N","DHP1.mm.","123","2012-06-18",NA,40,60,"271,07","-161,674","145,476","587,129","696124,629737918","4997637,62207018",NA
"1845",6483,"FAGR","M","N","DHP1.mm.","452","2012-06-18",NA,40,60,"270,262","-161,321","145,791","587,444","696125,501243074","4997637,75043902",NA
"1846",6484,"ACPE","V","N","DHP1.mm.","105","2012-06-18",NA,40,60,"270,794","-158,32","145,436","587,089","696125,775507193","4997640,78296317",NA
"1847",6485,"ACSA","V","N","DHP1.mm.","137","2012-06-18",NA,40,60,"272,079","-154,777","144,921","586,574","696125,466031448","4997644,53548019",NA
"1848",6486,"ACSA","V","N","DHP1.mm.","161","2012-06-18",NA,40,60,"267,31","-154,766","146,196","587,849","696130,066271794","4997643,29524837",NA
"1849",6487,"ACPE","V","N","DHP1.mm.","129","2012-06-18",NA,40,60,"265,977","-159,221","146,293","587,946","696130,182816254","4997638,65096619",NA
"1850",6488,"BEAL","V","N","DHP1.mm.","135","2012-06-18",NA,40,60,"262,119","-155,635","147,145","588,798","696134,842513042","4997641,09600516",NA
"1851",6489,"FAGR","M","N","DHP1.mm.","378","2012-06-18",NA,40,60,"262,315","-154,865","147,246","588,899","696134,855526677","4997641,8896993",NA
"1852",6490,"ACSA","V","N","DHP1.mm.","137","2012-06-18",NA,40,60,"259,089","-153,461","147,79","589,443","696138,333664974","4997642,39703629",NA
"1853",6491,"ACSA","V","N","DHP1.mm.","371","2012-06-18",NA,40,60,"259,114","-152,952","147,782","589,435","696138,443067699","4997642,89427359",NA
"1854",6492,"ACSA","V","N","DHP1.mm.","247","2012-06-18",NA,40,60,"259,865","-158,883","147,723","589,376","696136,163486752","4997637,37371666",NA
"1855",6493,"FAGR","V","N","DHP1.mm.","262","2012-06-18",NA,40,60,"264,719","-163,283","146,664","588,317","696130,330137999","4997634,40521059",NA
"1856",6494,"FAGR","V","N","DHP1.mm.","130","2012-06-18",NA,40,60,"262,227","-168,461","147,177","588,83","696131,374336124","4997628,75996245",NA
"1857",6495,"FAGR","V","N","DHP1.mm.","101","2012-06-18",NA,40,60,"261,365","-169,067","147,237","588,89","696132,046366662","4997627,94968402",NA
"1858",6496,"ACSA","V","N","DHP1.mm.","141","2012-06-18",NA,40,60,"260,536","-171,914","147,343","588,996","696132,098804834","4997624,98771857",NA
"1859",6497,"FAGR","V","N","DHP1.mm.","257","2012-06-18",NA,40,60,"266,557","-169,374","146,183","587,836","696126,960714556","4997629,01551585",NA
"1860",6498,"FAGR","V","N","DHP1.mm.","104","2012-06-18",NA,40,60,"270,264","-171,146","145,461","587,114","696122,922367522","4997628,2795828",NA
"1861",6499,"BEAL","V","N","DHP1.mm.","494","2012-06-18",NA,40,60,"277,976","-168,964","144,192","585,845","696116,060241404","4997632,40578863",NA
"1862",6500,"ACSA","V","N","DHP1.mm.","540","2012-06-18",NA,40,60,"279,828","-167,318","143,916","585,569","696114,706618852","4997634,47829749",NA
