"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"10358",13028,"BEPA","V","N","DHP1.mm.","316","2012-08-02",NA,120,500,"424,3239","-593,5544","229,6805","671,3335","695863,616081279","4997261,48197216",NA
"10359",13029,"BEPA","M","N","DHP1.mm.","258","2012-08-02",NA,120,500,"424,3572","-593,261","229,7525","671,4055","695863,660934146","4997261,77354625",NA
"10360",13030,"BEPA","V","N","DHP1.mm.","344","2012-08-02",NA,120,500,"424,3993","-592,9285","229,6265","671,2795","695863,707559075","4997262,10512118",NA
"10361",13031,"BEPA","V","N","DHP1.mm.","213","2012-08-02",NA,120,500,"423,4799","-593,5548","229,7685","671,4215","695864,429599305","4997261,26021824",NA
"10362",13032,"BEAL","V","N","DHP1.mm.","131","2012-08-02",NA,120,500,"423,6339","-592,413","228,9475","670,6005","695864,58061875","4997262,40131468",NA
"10363",13033,"BEPA","V","N","DHP1.mm.","244","2012-08-02",NA,120,500,"422,1893","-588,5335","226,9655","668,6185","695866,990758664","4997265,76228805",NA
"10364",13034,"BEPA","V","N","DHP1.mm.","350","2012-08-02",NA,120,500,"419,5557","-590,5072","228,7175","670,3705","695869,011899335","4997263,16887194",NA
"10365",13035,"ABBA","V","N","DHP1.mm.","158","2012-08-02",NA,120,500,"419,4106","-588,0286","227,7505","669,4035","695869,801875875","4997265,5202052",NA
"10366",13036,"BEAL","V","N","DHP1.mm.","227","2012-08-02",NA,120,500,"419,8204","-587,7862","227,6475","669,3005","695869,470403126","4997265,86136508",NA
"10367",13037,"BEAL","V","N","DHP1.mm.","118","2012-08-02",NA,120,500,"420,1261","-584,6877","228,9585","670,6115","695869,988395068","4997268,928525",NA
"10368",13038,"BEAL","V","N","DHP1.mm.","441","2012-08-02",NA,120,500,"419,2242","-585,0877","229,4855","671,1385","695870,75292019","4997268,30636711",NA
"10369",13039,"BEAL","V","N","DHP1.mm.","354","2012-08-02",NA,120,500,"419,8308","-583,6382","228,6185","670,2715","695870,548334527","4997269,86279895",NA
"10370",13040,"ABBA","V","N","DHP1.mm.","106","2012-08-02",NA,120,500,"413,2347","-586,7404","231,5205","673,1735","695876,093369455","4997265,14219629",NA
"10371",13041,"ABBA","V","N","DHP1.mm.","155","2012-08-02",NA,120,500,"412,8918","-584,785","230,6355","672,2885","695876,936799448","4997266,93728053",NA
"10372",13042,"ABBA","V","N","DHP1.mm.","108","2012-08-02",NA,120,500,"412,3117","-583,5492","230,6425","672,2955","695877,820152096","4997267,97645052",NA
"10373",13043,"ACPE","M","N","DHP1.mm.","114","2012-08-02",NA,120,500,"409,7746","-587,8053","232,0655","673,7185","695879,14962729","4997263,20809252",NA
"10374",13044,"ABBA","V","N","DHP1.mm.","109","2012-08-02",NA,120,500,"407,745","-587,7439","232,6545","674,3075","695881,122282662","4997262,73494952",NA
"10375",13045,"BEPA","V","N","DHP1.mm.","325","2012-08-02",NA,120,500,"407,22","-589,0299","233,1885","674,8415","695881,291088808","4997261,35753546",NA
"10376",13046,"ABBA","V","N","DHP1.mm.","116","2012-08-02",NA,120,500,"407,1975","-589,5807","233,5325","675,1855","695881,16831256","4997260,82065832",NA
"10377",13047,"BEAL","V","N","DHP1.mm.","181","2012-08-02",NA,120,500,"406,784","-590,2897","234,0985","675,7515","695881,380970082","4997260,02872176",NA
"10378",13048,"BEAL","V","N","DHP1.mm.","303","2012-08-02",NA,120,500,"405,3481","-590,2126","234,4295","676,0825","695882,785411642","4997259,72643214",NA
"10379",13049,"BEAL","M","N","DHP1.mm.","130","2012-08-02",NA,120,500,"405,7464","-591,6001","235,0065","676,6595","695882,037527095","4997258,49333874",NA
"10380",13050,"BEPA","M","N","DHP1.mm.","175","2012-08-02",NA,120,500,"405,867","-594,271","236,8145","678,4675","695881,220731401","4997255,95020072",NA
"10381",13051,"BEPA","M","N","DHP1.mm.","161","2012-08-02",NA,120,500,"405,9144","-595,4352","237,1725","678,8255","695880,869685521","4997254,84033464",NA
"10382",13052,"BEPA","V","N","DHP1.mm.","278","2012-08-02",NA,120,500,"407,1263","-596,3219","237,3605","679,0135","695879,46883608","4997254,30341142",NA
"10383",13053,"ACPE","M","N","DHP1.mm.","101","2012-08-02",NA,120,500,"405,014","-595,3346","237,0835","678,7365","695881,764064369","4997254,70115269",NA
"10384",13054,"BEPA","M","N","DHP1.mm.","144","2012-08-02",NA,120,500,"405,6013","-597,3203","238,4055","680,0585","695880,677083538","4997252,94096139",NA
"10385",13055,"PIRU","V","N","DHP1.mm.","115","2012-08-02",NA,120,500,"404,9906","-599,1162","239,0975","680,7505","695880,794766202","4997251,04952173",NA
"10386",13056,"BEAL","V","N","DHP1.mm.","392","2012-08-02",NA,120,500,"404,5733","-605,9755","241,4525","683,1055","695879,39795714","4997244,32764871",NA
"10387",13057,"ABBA","V","N","DHP1.mm.","108","2012-08-02",NA,120,500,"406,0791","-603,8417","240,6045","682,2575","695878,50601673","4997246,77959781",NA
"10388",13058,"ABBA","V","N","DHP1.mm.","123","2012-08-02",NA,120,500,"407,5874","-602,2296","239,7755","681,4285","695877,474832351","4997248,72927953",NA
"10389",13059,"BEPA","V","N","DHP1.mm.","287","2012-08-02",NA,120,500,"407,7784","-593,2344","235,8515","677,5045","695879,650010442","4997257,45082268",NA
"10390",13060,"BEPA","V","N","DHP1.mm.","269","2012-08-02",NA,120,500,"407,4863","-599,7419","239,0065","680,6595","695878,224779321","4997251,1009258",NA
"10391",13061,"BEPA","V","N","DHP1.mm.","150","2012-08-02",NA,120,500,"409,083","-603,2716","240,2335","681,8865","695875,759760958","4997248,11705602",NA
"10392",13062,"BEPA","M","N","DHP1.mm.","331","2012-08-02",NA,120,500,"409,0466","-604,5643","240,6365","682,2895","695875,455795378","4997246,86133543",NA
"10393",13063,"BEPA","V","N","DHP1.mm.","203","2012-08-02",NA,120,500,"410,5408","-602,9081","239,9325","681,5855","695874,449770273","4997248,8498317",NA
"10394",13064,"ABBA","V","N","DHP1.mm.","109","2012-08-02",NA,120,500,"411,1746","-602,594","239,4075","681,0605","695873,921165497","4997249,31886275",NA
"10395",13065,"BEPA","V","N","DHP1.mm.","137","2012-08-02",NA,120,500,"413,7051","-604,1838","240,1975","681,8505","695871,064762415","4997248,449994",NA
"10396",13066,"BEPA","V","N","DHP1.mm.","171","2012-08-02",NA,120,500,"414,177","-603,9702","239,8645","681,5175","695870,665870955","4997248,77967832",NA
"10397",13067,"BEPA","V","N","DHP1.mm.","137","2012-08-02",NA,120,500,"410,2332","-598,8992","238,3095","679,9625","695875,797772482","4997252,63376548",NA
"10398",13068,"BEPA","V","N","DHP1.mm.","246","2012-08-02",NA,120,500,"411,1076","-598,3091","237,8075","679,4605","695875,109617915","4997253,4319685",NA
"10399",13069,"BEPA","M","N","DHP1.mm.","214","2012-08-02",NA,120,500,"411,2741","-598,8052","238,2495","679,9025","695874,818991088","4997252,99739443",NA
"10400",13070,"BEPA","M","N","DHP1.mm.","283","2012-08-02",NA,120,500,"412,0775","-598,9451","237,9745","679,6275","695874,007813247","4997253,07324924",NA
"10401",13071,"PIRU","V","N","DHP1.mm.","122","2012-08-02",NA,120,500,"412,9148","-598,6855","237,6735","679,3265","695873,26873828","4997253,54311678",NA
"10402",13072,"ABBA","V","N","DHP1.mm.","105","2012-08-02",NA,120,500,"415,2332","-597,1461","233,9745","675,6275","695871,43754274","4997255,63519197",NA
"10403",13073,"BEPA","V","N","DHP1.mm.","114","2012-08-02",NA,120,500,"415,7279","-597,5372","234,0385","675,6915","695870,858068312","4997255,38792062",NA
"10404",13074,"BEAL","M","N","DHP1.mm.","139","2012-08-02",NA,120,500,"415,8572","-597,9474","237,1225","678,7755","695870,62583285","4997255,02639786",NA
"10405",13075,"ABBA","V","N","DHP1.mm.","169","2012-08-02",NA,120,500,"417,4367","-598,1902","233,9915","675,6445","695869,039499128","4997255,2066154",NA
"10406",13076,"BEPA","V","N","DHP1.mm.","238","2012-08-02",NA,120,500,"418,2275","-597,4071","233,7635","675,4165","695868,482556603","4997256,16894501",NA
"10407",13077,"BEPA","M","N","DHP1.mm.","229","2012-08-02",NA,120,500,"419,7344","-598,1768","233,0345","674,6875","695866,828012051","4997255,82218475",NA
"10408",13078,"BEAL","V","N","DHP1.mm.","273","2012-08-02",NA,120,500,"419,7593","-595,6287","232,4325","674,0855","695867,472335983","4997258,285105",NA
"10409",13079,"BEPA","V","N","DHP1.mm.","108","2012-08-02",NA,120,500,"414,2422","-596,1547","233,5665","675,2195","695872,652903976","4997256,33098555",NA
"10410",13080,"PIRU","V","N","DHP1.mm.","114","2012-08-02",NA,120,500,"412,1936","-595,711","233,6225","675,2755","695874,744146959","4997256,22139949",NA
"10411",13081,"FAGR","V","N","DHP1.mm.","195","2012-08-02",NA,120,500,"414,5555","-593,9823","232,4785","674,1315","695872,920667562","4997258,50737082",NA
"10412",13082,"BEPA","V","N","DHP1.mm.","274","2012-08-02",NA,120,500,"413,4169","-592,8111","231,6825","673,3355","695874,325475207","4997259,33777985",NA
"10413",13083,"BEPA","V","N","DHP1.mm.","248","2012-08-02",NA,120,500,"411,1723","-592,475","234,8205","676,4735","695876,577441964","4997259,0730587",NA
