"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"16440",6067,"ABBA","V","N","DHP1.mm.","273","2012-06-13",NA,80,940,"464,63","-1021,688","337,501","779,154","695712,467761017","4996859,32933619",NA
"16441",6068,"BEAL","V","N","DHP1.mm.","509","2012-06-13",NA,80,940,"467,285","-1022,006","337,25","778,903","695709,82491264","4996859,71914755",NA
"16442",6069,"BEAL","M","O","DHP2.mm.","335","2012-06-13",NA,80,940,"472,901","-1021,201","337,751","779,404","695704,622181675","4996861,96816525",NA
"16443",6069,"BEAL","M","O","DHP1.mm.","378","2012-06-13",NA,80,940,"472,901","-1021,201","337,751","779,404",NA,NA,NA
"16444",6070,"ABBA","V","N","DHP1.mm.","215","2012-06-13",NA,80,940,"473,502","-1020,491","337,754","779,407","695704,229034896","4996862,81024422",NA
"16445",6071,"ABBA","V","N","DHP1.mm.","231","2012-06-13",NA,80,940,"476,11","-1022,399","337,443","779,096","695701,214462174","4996861,65495512",NA
"16446",6072,"BEAL","V","N","DHP1.mm.","295","2012-06-13",NA,80,940,"475,961","-1022,776","337,357","779,01","695701,259218053","4996861,2524436",NA
"16447",6073,"ABBA","V","N","DHP1.mm.","280","2012-06-13",NA,80,940,"473,064","-1024,556","337,25","778,903","695703,585083044","4996858,77667008",NA
"16448",6074,"ABBA","V","N","DHP1.mm.","175","2012-06-13",NA,80,940,"470,259","-1025,971","336,867","778,52","695705,917993206","4996856,67688976",NA
"16449",6075,"ABBA","V","N","DHP1.mm.","307","2012-06-13",NA,80,940,"467,723","-1024,878","337,494","779,147","695708,649395275","4996857,06539665",NA
"16450",6076,"ABBA","M","N","DHP1.mm.","184","2012-06-13",NA,80,940,"467,875","-1025,424","337,528","779,181","695708,35965856","4996856,57891544",NA
"16451",6077,"BEAL","V","N","DHP1.mm.","214","2012-06-13",NA,80,940,"471,062","-1028,211","336,763","778,416","695704,556376794","4996854,72812598",NA
"16452",6078,"ABBA","V","N","DHP1.mm.","239","2012-06-13",NA,80,940,"471,469","-1029,007","336,381","778,034","695703,955246797","4996854,06752532",NA
"16453",6079,"ABBA","V","N","DHP1.mm.","102","2012-06-13",NA,80,940,"474,074","-1027,157","337,466","779,119","695701,929232139","4996856,53419227",NA
"16454",6080,"ABBA","V","N","DHP1.mm.","198","2012-06-13",NA,80,940,"475,114","-1026,466","337,539","779,192","695701,107902341","4996857,47309808",NA
"16455",6081,"BEPA","M","N","DHP1.mm.","152","2012-06-13",NA,80,940,"475,721","-1025,801","337,084","778,737","695700,697168699","4996858,27337039",NA
"16456",6082,"BEAL","V","N","DHP1.mm.","169","2012-06-13",NA,80,940,"477,723","-1027,152","337,137","778,79","695698,412877558","4996857,49608932",NA
"16457",6083,"BEPA","M","N","DHP1.mm.","439","2012-06-13",NA,80,940,"477,958","-1027,728","336,923","778,576","695698,035259618","4996857,0024575",NA
"16458",6084,"ABBA","V","N","DHP1.mm.","116","2012-06-13",NA,80,940,"478,949","-1029,317","336,628","778,281","695696,663157023","4996855,7305726",NA
"16459",6085,"BEAL","V","N","DHP1.mm.","191","2012-06-13",NA,80,940,"475,878","-1030,521","336,469","778,122","695699,307835452","4996853,76443028",NA
"16460",6086,"ABBA","V","N","DHP1.mm.","186","2012-06-13",NA,80,940,"477,813","-1031,144","336,119","777,772","695697,279076151","4996853,67137412",NA
"16461",6087,"ABBA","V","N","DHP1.mm.","266","2012-06-13",NA,80,940,"480,234","-1030,561","336,151","777,804","695695,098124245","4996854,86838226",NA
"16462",6088,"BEAL","V","N","DHP1.mm.","347","2012-06-13",NA,80,940,"482,651","-1029,626","336,517","778,17","695693,013352599","4996856,40367216",NA
"16463",6089,"BEPA","M","N","DHP1.mm.","340","2012-06-13",NA,80,940,"481,898","-1032,835","335,842","777,495","695692,897579072","4996853,11266936",NA
"16464",6090,"ABBA","V","N","DHP1.mm.","289","2012-06-13",NA,80,940,"481,236","-1034,609","335,229","776,882","695693,070459393","4996851,22888628",NA
"16465",6091,"PIRU","V","N","DHP1.mm.","109","2012-06-13",NA,80,940,"479,871","-1033,467","335,655","777,308","695694,685859786","4996851,97176501",NA
"16466",6092,"BEAL","M","N","DHP1.mm.","273","2012-06-13",NA,80,940,"474,159","-1030,293","336,547","778,2","695701,024766507","4996853,53335669",NA
"16467",6093,"ABBA","V","N","DHP1.mm.","179","2012-06-13",NA,80,940,"473,975","-1031,912","336,013","777,666","695700,777505031","4996851,92436699",NA
"16468",6094,"BEAL","V","O","DHP2.mm.","120","2012-06-13",NA,80,940,"473,527","-1032,697","335,798","777,451",NA,NA,NA
"16469",6094,"BEAL","V","O","DHP1.mm.","318","2012-06-13",NA,80,940,"473,527","-1032,697","335,798","777,451","695701,003487197","4996851,05011697",NA
"16470",6095,"ABBA","V","N","DHP1.mm.","230","2012-06-13",NA,80,940,"473,482","-1033,317","335,731","777,384","695700,884251031","4996850,44062906",NA
"16471",6096,"ABBA","V","N","DHP1.mm.","124","2012-06-13",NA,80,940,"472,905","-1035,44","335,075","776,728","695700,88365328","4996848,24270131",NA
"16472",6097,"BEAL","M","N","DHP1.mm.","343","2012-06-13",NA,80,940,"470,268","-1037,326","334,566","776,219","695702,93107395","4996845,73293695",NA
"16473",6098,"ABBA","V","N","DHP1.mm.","214","2012-06-13",NA,80,940,"471,246","-1040,024","334,116","775,769","695701,280629689","4996843,38855724",NA
"16474",6099,"BEAL","V","N","DHP1.mm.","199","2012-06-13",NA,80,940,"470,86","-1039,97","334,31","775,963","695701,666900239","4996843,33937178",NA
"16475",6100,"BEAL","V","N","DHP1.mm.","264","2012-06-13",NA,80,940,"470,774","-1040,3","334,256","775,909","695701,663250983","4996842,99869257",NA
"16476",6101,"ABBA","V","N","DHP1.mm.","116","2012-06-13",NA,80,940,"466,457","-1040,991","333,854","775,507","695705,643635727","4996841,20027968",NA
"16477",6102,"BEPA","M","N","DHP1.mm.","267","2012-06-13",NA,80,940,"465,07","-1038,61","334,443","776,096","695707,605215089","4996843,13179433",NA
"16478",6103,"ABBA","V","N","DHP1.mm.","276","2012-06-13",NA,80,940,"466,675","-1034,302","335,307","776,96","695707,187904536","4996847,70570876",NA
"16479",6104,"BEAL","M","N","DHP1.mm.","182","2012-06-13",NA,80,940,"465,233","-1032,725","335,728","777,381","695708,991627423","4996848,84773514",NA
"16480",6105,"BEPA","M","N","DHP1.mm.","340","2012-06-13",NA,80,940,"462,858","-1028,232","337,014","778,667","695712,459592273","4996852,55609783",NA
