"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"11302",13490,"ABBA","V","N","DHP1.mm.","149","2012-08-06",NA,140,560,"434,049","-640,5293","246,9954","688,6484","695841,920205647","4997218,74852759",NA
"11303",13491,"ACPE","M","N","DHP1.mm.","101","2012-08-06",NA,140,560,"435,4712","-641,8686","247,3474","689,0004","695840,197915205","4997217,83045273",NA
"11304",13492,"ACPE","V","N","DHP1.mm.","134","2012-08-06",NA,140,560,"435,7101","-642,2118","247,6424","689,2954","695839,877597519","4997217,56226493",NA
"11305",13493,"BEPA","V","N","DHP1.mm.","329","2012-08-06",NA,140,560,"435,2996","-642,8879","248,0844","689,7374","695840,095992184","4997216,80283109",NA
"11306",13494,"BEPA","V","N","DHP1.mm.","303","2012-08-06",NA,140,560,"438,8119","-649,872","246,7054","688,3584","695834,878283276","4997210,99132394",NA
"11307",13495,"ABBA","V","N","DHP1.mm.","131","2012-08-06",NA,140,560,"439,4785","-649,758","246,5554","688,2084","695834,265575855","4997211,27605989",NA
"11308",13496,"ACPE","V","N","DHP1.mm.","168","2012-08-06",NA,140,560,"437,2899","-654,9824","248,2654","689,9184","695835,005123874","4997205,66565895",NA
"11309",13497,"BEAL","V","N","DHP1.mm.","468","2012-08-06",NA,140,560,"440,1975","-653,9809","247,3374","688,9904","695832,464851729","4997207,39373229",NA
"11310",13498,"ABBA","V","N","DHP1.mm.","172","2012-08-06",NA,140,560,"439,87","-658,021","247,7164","689,3694","695831,720907858","4997203,41314442",NA
"11311",13499,"BEPA","V","N","DHP1.mm.","305","2012-08-06",NA,140,560,"439,3341","-659,0374","247,9574","689,6104","695831,970933659","4997202,29276807",NA
"11312",13500,"FAGR","V","N","DHP1.mm.","159","2012-08-06",NA,140,560,"444,2844","-655,3823","245,7044","687,3574","695828,157480694","4997207,11470265",NA
"11313",13501,"BEAL","V","N","DHP1.mm.","309","2012-08-06",NA,140,560,"447,7908","-650,8474","243,7944","685,4474","695825,966717314","4997212,40605874",NA
"11314",13502,"ABBA","V","N","DHP1.mm.","138","2012-08-06",NA,140,560,"444,3779","-650,3633","244,5284","686,1814","695829,383753018","4997211,97758355",NA
"11315",13503,"BEPA","M","N","DHP1.mm.","260","2012-08-06",NA,140,560,"444,5248","-649,6222","244,2784","685,9314","695829,436519428","4997212,73053967",NA
"11316",13504,"ABBA","V","N","DHP1.mm.","236","2012-08-06",NA,140,560,"442,2975","-645,7597","244,0884","685,7414","695832,596729737","4997215,86983463",NA
"11317",13505,"BEAL","M","N","DHP1.mm.","488","2012-08-06",NA,140,560,"443,7187","-646,0507","243,7464","685,3994","695831,150356392","4997215,96206731",NA
"11318",13506,"ACPE","V","N","DHP1.mm.","160","2012-08-06",NA,140,560,"444,3324","-644,9149","243,7184","685,3714","695830,85664755","4997217,21795199",NA
"11319",13507,"ACPE","V","N","DHP1.mm.","105","2012-08-06",NA,140,560,"444,0689","-644,5227","243,5154","685,1684","695831,21353179","4997217,52692399",NA
"11320",13508,"ABBA","V","N","DHP1.mm.","128","2012-08-06",NA,140,560,"440,4064","-644,2723","244,0474","685,7004","695834,809888004","4997216,8076938",NA
"11321",13509,"BEAL","V","N","DHP1.mm.","121","2012-08-06",NA,140,560,"440,8596","-644,0398","243,7054","685,3584","695834,433980678","4997217,15069315",NA
"11322",13510,"ABBA","V","N","DHP1.mm.","119","2012-08-06",NA,140,560,"441,819","-643,16","243,6994","685,3524","695833,739869301","4997218,25046356",NA
"11323",13511,"PIRU","V","N","DHP1.mm.","234","2012-08-06",NA,140,560,"440,9708","-642,2524","243,9024","685,5554","695834,795590702","4997218,90292751",NA
"11324",13512,"BEPA","V","N","DHP1.mm.","144","2012-08-06",NA,140,560,"441,6594","-641,8714","243,0034","684,6564","695834,231705124","4997219,45082392",NA
"11325",13513,"BEPA","V","N","DHP1.mm.","242","2012-08-06",NA,140,560,"438,6718","-640,3167","243,3454","684,9984","695837,51955017","4997220,16596562",NA
"11326",13515,"ABBA","V","N","DHP1.mm.","231","2012-08-06",NA,140,560,"447,7937","-648,1767","243,3834","685,0364","695826,664405536","4997214,98139613",NA
"11327",13516,"ACSA","V","N","DHP1.mm.","179","2012-08-06",NA,140,560,"449,9137","-649,5886","242,5824","684,2354","695824,250388284","4997214,17635656",NA
"11328",13517,"ACSA","V","N","DHP1.mm.","228","2012-08-06",NA,140,560,"453,6333","-651,5859","241,7034","683,3564","695820,140801995","4997213,22653724",NA
"11329",13518,"ACSA","V","N","DHP1.mm.","249","2012-08-06",NA,140,560,"453,5764","-651,0451","241,6904","683,3434","695820,337497649","4997213,73294889",NA
"11330",13519,"BEAL","V","N","DHP1.mm.","353","2012-08-06",NA,140,560,"451,7764","-647,0148","241,1264","682,7794","695823,129798623","4997217,1460787",NA
