"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"11875",5005,"BEPA","M","N","DHP1.mm.","242","2012-05-30","KS/SMR",80,600,"402,201","-698,044","262,445","704,098","695857,53671159","4997154,95063959",NA
"11876",5006,"BEPA","M","N","DHP1.mm.","294","2012-05-30","KS/SMR",80,600,"401,24","-695,57","262,449","704,102","695859,11201593","4997157,0835403",NA
"11877",5007,"ABBA","V","N","DHP1.mm.","185","2012-05-30","KS/SMR",80,600,"401,689","-695,165","262,28","703,933","695858,785401556","4997157,59172947",NA
"11878",5016,"BEPA","V","N","DHP1.mm.","303","2012-05-30","KS/SMR",80,600,"403,063","-693,362","262,218","703,871","695857,933753638","4997159,69021553",NA
"11879",5026,"ABBA","V","N","DHP1.mm.","195","2012-05-30","KS/SMR",80,600,"403,764","-693,272","262,251","703,904","695857,2815895","4997159,96083787",NA
"11880",5027,"BEPA","V","N","DHP1.mm.","322","2012-05-30","KS/SMR",80,600,"403,58","-694,124","262,138","703,791","695857,235500418","4997159,09124247",NA
"11881",5030,"ABBA","V","N","DHP1.mm.","165","2012-05-30","KS/SMR",80,600,"397,442","-688,974","262,322","703,975","695864,503349281","4997162,4459811",NA
"11882",5033,"ABBA","V","N","DHP1.mm.","173","2012-05-30","KS/SMR",80,600,"401,232","-687,944","262,119","703,772",NA,NA,NA
"11883",5034,"BEPA","M","N","DHP1.mm.","218","2012-05-30","KS/SMR",80,600,"400,008","-692,908","262,56","704,213","695860,997876028","4997159,32659539",NA
"11884",5035,"BEAL","V","N","DHP1.mm.","128","2012-05-30","KS/SMR",80,600,"398,075","-694,835","262,96","704,613","695862,355881235","4997156,96195515",NA
"11885",5036,"BEPA","V","N","DHP1.mm.","197","2012-05-30","KS/SMR",80,600,"397,654","-698,117","263,008","704,661","695861,900910192","4997153,68765829",NA
"11886",5037,"ABBA","V","N","DHP1.mm.","217","2012-05-30","KS/SMR",80,600,"402,379","-689,115","262,046","703,699","695859,707058538","4997163,60495569",NA
"11887",5038,"ABBA","V","N","DHP1.mm.","180","2012-05-30","KS/SMR",80,600,"392,197","-692,632","262,833","704,486","695868,600134842","4997157,54395558",NA
"11888",5039,"BEAL","V","N","DHP1.mm.","280","2012-05-30","KS/SMR",80,600,"394,295","-691,651","262,808","704,461","695866,834946918","4997159,03992103",NA
"11889",5040,"ABBA","V","N","DHP1.mm.","162","2012-05-30","KS/SMR",80,600,"394,463","-690,69","262,469","704,122","695866,925049168","4997160,01039676",NA
"11890",5041,"BEPA","V","N","DHP1.mm.","153","2012-05-30","KS/SMR",80,600,"396,008","-689,324","262,318","703,971","695865,793937414","4997161,73246191",NA
"11891",5042,"BEPA","V","N","DHP1.mm.","290","2012-05-30","KS/SMR",80,600,"399,999","-698,952","262,888","704,541","695859,421303155","4997153,49776913",NA
"11892",5043,"ABBA","V","N","DHP1.mm.","202","2012-05-30","KS/SMR",80,600,"397,846","-698,079","263,08","704,733","695861,725787433","4997153,77464927",NA
