"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"3666",12044,"ABBA","V","N","DHP1.mm.","202","2012-07-27",NA,120,120,"361,6522","-219,5477","130,757","572,41","696022,128364143","4997605,58967596",NA
"3667",12045,"FAGR","V","N","DHP1.mm.","282","2012-07-27",NA,120,120,"358,3122","-218,5986","130,887","572,54","696025,59708605","4997605,62858514",NA
"3668",12046,"FAGR","V","N","DHP1.mm.","349","2012-07-27",NA,120,120,"357,5736","-215,3342","130,573","572,226","696027,165304817","4997608,58177008",NA
"3669",12047,"ACSA","V","N","DHP1.mm.","129","2012-07-27",NA,120,120,"359,041","-211,7922","129,878","571,531","696026,679731687","4997612,38116383",NA
"3670",12048,"ACSA","V","N","DHP1.mm.","181","2012-07-27",NA,120,120,"357,03","-212,4294","129,993","571,646","696028,451224389","4997611,23944318",NA
"3671",12049,"FAGR","V","N","DHP1.mm.","161","2012-07-27",NA,120,120,"351,384","-215,6328","131,226","572,879","696033,053811889","4997606,67047962",NA
"3672",12050,"ACSA","V","N","DHP1.mm.","315","2012-07-27",NA,120,120,"348,2523","-213,8736","131,53","573,183","696036,534207748","4997607,54496578",NA
"3673",12051,"ACSA","V","N","DHP1.mm.","135","2012-07-27",NA,120,120,"347,1765","-211,2726","130,905","572,558","696038,253490394","4997609,77018524",NA
"3674",12052,"BEAL","V","N","DHP1.mm.","250","2012-07-27",NA,120,120,"344,0213","-210,4222","129,146","570,799","696041,518176077","4997609,76241704",NA
"3675",12053,"FAGR","V","N","DHP1.mm.","239","2012-07-27",NA,120,120,"345,9946","-216,5641","131,284","572,937","696038,004972029","4997604,3591414",NA
"3676",12054,"ACSA","V","N","DHP1.mm.","240","2012-07-27",NA,120,120,"346,2611","-218,4395","131,946","573,599","696037,256175043","4997602,62113926",NA
"3677",12055,"ACSA","V","N","DHP1.mm.","163","2012-07-27",NA,120,120,"345,2135","-218,3701","131,515","573,168","696038,284272618","4997602,41327195",NA
"3678",12056,"FAGR","V","N","DHP1.mm.","327","2012-07-27",NA,120,120,"344,8039","-220,2058","131,747","573,4","696038,197654295","4997600,53621022",NA
"3679",12057,"ACSA","V","N","DHP1.mm.","219","2012-07-27",NA,120,120,"349,2325","-219,0513","132,034","573,687","696034,231255208","4997602,8107119",NA
"3680",12058,"FAGR","V","N","DHP1.mm.","175","2012-07-27",NA,120,120,"353,5942","-220,0998","132,137","573,79","696029,751534998","4997602,94395661",NA
"3681",12059,"FAGR","V","N","DHP1.mm.","276","2012-07-27",NA,120,120,"350,0187","-223,9005","133,047","574,7","696032,2014808","4997598,34225149",NA
"3682",12060,"ABBA","V","N","DHP1.mm.","116","2012-07-27",NA,120,120,"349,0075","-224,7598","133,209","574,862","696032,95090464","4997597,2486569",NA
"3683",12061,"ACSA","V","N","DHP1.mm.","312","2012-07-27",NA,120,120,"347,4614","-226,4593","133,25","574,903","696033,995604844","4997595,20480649",NA
"3684",12062,"FAGR","V","N","DHP1.mm.","135","2012-07-27",NA,120,120,"346,8913","-226,853","133,076","574,729","696034,441924431","4997594,67574792",NA
"3685",12063,"FAGR","V","N","DHP1.mm.","190","2012-07-27",NA,120,120,"345,0536","-226,6552","131,994","573,647","696036,265362262","4997594,38442809",NA
"3686",12064,"FAGR","V","N","DHP1.mm.","114","2012-07-27",NA,120,120,"352,9765","-227,5073","133,295","574,948","696028,404128692","4997595,64105242",NA
"3687",12065,"FAGR","V","N","DHP1.mm.","359","2012-07-27",NA,120,120,"355,366","-226,825","133,136","574,789","696026,279587919","4997596,92552461",NA
