"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"11119",7689,"ABBA","V","N","DHP1.mm.","142","2012-06-29",NA,40,560,"336,151","-663,361","253,816","695,469","695930,306276208","4997171,06142993",NA
"11120",7690,"BEAL","V","N","DHP1.mm.","491","2012-06-29",NA,40,560,"338,783","-665,61","252,904","694,557","695927,179128194","4997169,58370886",NA
"11121",7691,"BEAL","V","N","DHP1.mm.","239","2012-06-29",NA,40,560,"338,455","-667,593","253,303","694,956","695926,975212259","4997167,58605116",NA
"11122",7692,"BEPA","V","N","DHP1.mm.","113","2012-06-29",NA,40,560,"355,1845","-665,32025","250,8015","692,4545","695911,443944333","4997174,16489335",NA
"11123",7693,"BEAL","V","N","DHP1.mm.","344","2012-06-29",NA,40,560,"341,06","-674,555","254,311","695,964","695922,637944504","4997161,55787766",NA
"11124",7694,"BEPA","V","N","DHP1.mm.","133","2012-06-29",NA,40,560,"339,866","-680,123","255,131","696,784","695922,328568909","4997155,8771119",NA
"11125",7695,"BEPA","V","N","DHP1.mm.","222","2012-06-29",NA,40,560,"351,073","-675,835","251,874","693,527","695912,649605708","4997162,9502042",NA
"11126",7696,"BEPA","V","N","DHP1.mm.","125","2012-06-29",NA,40,560,"349,925","-674,745","251,817","693,47","695914,04217751","4997163,69987028",NA
"11127",7697,"BEPA","V","N","DHP1.mm.","114","2012-06-29",NA,40,560,"348,811","-673,425","251,667","693,32","695915,462298522","4997164,68017594",NA
"11128",7698,"BEPA","V","N","DHP1.mm.","126","2012-06-29",NA,40,560,"347,45575","-675,10225","252,22425","693,87725","695916,328853592","4997162,70783176",NA
"11129",7699,"BEPA","V","N","DHP1.mm.","130","2012-06-29",NA,40,560,"345,048","-670,976","251,538","693,191","695919,732196783","4997166,05405461",NA
"11130",7700,"BEPA","V","N","DHP1.mm.","121","2012-06-29",NA,40,560,"344,294","-670,554","251,877","693,53","695920,569743142","4997166,26310339",NA
"11131",7702,"BEPA","V","N","DHP1.mm.","210","2012-06-29",NA,40,560,"349,38025","-670,4535","251,7895","693,4425","695915,692915936","4997167,69403196",NA
"11132",7703,"BEPA","V","N","DHP1.mm.","141","2012-06-29",NA,40,560,"344,942","-665,022","251,049","692,702","695921,396024976","4997171,76595739",NA
"11133",7704,"BEPA","V","N","DHP1.mm.","104","2012-06-29",NA,40,560,"345,582","-662,883","250,815","692,468","695921,340086765","4997173,99583321",NA
"11134",7705,"BEPA","V","N","DHP1.mm.","161","2012-06-29",NA,40,560,"348,77","-661,879","250,518","692,171","695918,530162426","4997175,7998612",NA
"11135",7706,"BEPA","V","N","DHP1.mm.","231","2012-06-29",NA,40,560,"349,972","-661,34275","250,4445","692,0975","695917,512074733","4997176,63207687",NA
"11136",7707,"BEPA","V","N","DHP1.mm.","104","2012-06-29",NA,40,560,"348,374","-663,783","250,727","692,38","695918,412519544","4997173,86052479",NA
"11137",7708,"PIRU","M","N","DHP1.mm.","126","2012-06-29",NA,40,560,"352,86325","-661,0715","250,207","691,86","695914,796030694","4997177,65189484",NA
"11138",7709,"BEAL","V","N","DHP1.mm.","344","2012-06-29",NA,40,560,"353,3195","-659,83425","250,25325","691,90625","695914,680713732","4997178,96428142",NA
"11139",7710,"BEPA","V","N","DHP1.mm.","233","2012-06-29",NA,40,560,"352,357","-664,373","250,606","692,259","695914,418126799","4997174,33644005",NA
"11140",7711,"BEPA","V","N","DHP1.mm.","204","2012-06-29",NA,40,560,"355,394","-665,256","250,9285","692,5815","695911,258836405","4997174,28177953",NA
"11141",7712,"BEPA","V","N","DHP1.mm.","109","2012-06-29",NA,40,560,"353,434","-667,05975","250,93725","692,59025","695912,675196428","4997172,02887161",NA
"11142",7713,"BEPA","M","N","DHP1.mm.","103","2012-06-29",NA,40,560,"353,5115","-668,6225","251,398","693,051","695912,190600318","4997170,54269483",NA
"11143",7714,"BEPA","V","N","DHP1.mm.","241","2012-06-29",NA,40,560,"353,571","-668,49025","251,33725","692,99025","695912,167928986","4997170,68579086",NA
