"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"17465",8803,"BEAL","V","N","DHP1.mm.","278","2012-07-09",NA,60,980,"470,344","-1064,973","330,66","772,313","695695,606423216","4996819,10093526",NA
"17466",8804,"ABBA","V","N","DHP1.mm.","268","2012-07-09",NA,60,980,"464,686","-1062,874","330,494","772,147","695701,611317402","4996819,64038148",NA
"17467",8805,"BEPA","V","N","DHP1.mm.","304","2012-07-09",NA,60,980,"463,599","-1063,693","330,464","772,117","695702,44438314","4996818,56575524",NA
"17468",8806,"BEPA","V","N","DHP1.mm.","253","2012-07-09",NA,60,980,"462,428","-1065,682","329,941","771,594","695703,051552428","4996816,34120746",NA
"17469",8807,"BEPA","V","N","DHP1.mm.","315","2012-07-09",NA,60,980,"464,902","-1066,951","329,876","771,529","695700,333756755","4996815,76677346",NA
"17470",8808,"ABBA","V","N","DHP1.mm.","260","2012-07-09",NA,60,980,"465,394","-1067,441","329,657","771,31","695699,730945189","4996815,42345352",NA
"17471",8809,"ABBA","V","N","DHP1.mm.","131","2012-07-09",NA,60,980,"465,546","-1067,822","329,593","771,246","695699,484485454","4996815,09603367",NA
"17472",8810,"ABBA","V","N","DHP1.mm.","130","2012-07-09",NA,60,980,"467,11","-1066,964","329,992","771,645","695698,201816898","4996816,33336605",NA
"17473",8811,"ABBA","V","N","DHP1.mm.","145","2012-07-09",NA,60,980,"469,367","-1071,166","329,086","770,739","695694,923929877","4996812,87458015",NA
"17474",8812,"PIRU","V","N","DHP1.mm.","155","2012-07-09",NA,60,980,"469,397","-1073,552","328,143","769,796","695694,269198249","4996810,58232507",NA
"17475",8813,"ABBA","V","N","DHP1.mm.","255","2012-07-09",NA,60,980,"469,415","-1078,399","326,379","768,032","695692,980551983","4996805,91449834",NA
"17476",8814,"ABBA","V","N","DHP1.mm.","282","2012-07-09",NA,60,980,"464,432","-1076,21","327,008","768,661","695698,358346245","4996806,7177475",NA
"17477",8815,"ABBA","V","N","DHP1.mm.","117","2012-07-09",NA,60,980,"462,497","-1076,166","327,17","768,823","695700,235242684","4996806,2526429",NA
