"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"15258",16724,"BEAL","V","N","DHP1.mm.","396","2012-08-29",NA,180,860,"553,077","-921,837","327,656","769,309","695653,39351897","4996978,78481932",NA
"15259",16725,"ABBA","V","N","DHP1.mm.","105","2012-08-29",NA,180,860,"553,77","-921,434","327,59","769,243","695652,83116202","4996979,35507795",NA
"15260",16726,"BEAL","V","N","DHP1.mm.","224","2012-08-29",NA,180,860,"553,79","-921,701","327,749","769,402","695652,741851831","4996979,10293345",NA
"15261",16727,"ABBA","V","N","DHP1.mm.","162","2012-08-29",NA,180,860,"554,831","-920,513","326,866","768,519","695652,049913538","4996980,52121363",NA
"15262",16728,"ABBA","V","N","DHP1.mm.","118","2012-08-29",NA,180,860,"555,215","-919,716","326,4","768,053","695651,888775315","4996981,39024552",NA
"15263",16729,"BEAL","V","N","DHP1.mm.","272","2012-08-29",NA,180,860,"559,052","-929,122","328,362","770,015","695645,722825534","4996973,32917071",NA
"15264",16730,"BEPA","V","N","DHP1.mm.","340","2012-08-29",NA,180,860,"559,368","-931,134","328,38","770,033","695644,890482046","4996971,47246815",NA
"15265",16731,"PIRU","V","N","DHP1.mm.","132","2012-08-29",NA,180,860,"559,934","-931,116","328,684","770,337","695644,349574517","4996971,63827346",NA
"15266",16732,"ABBA","V","N","DHP1.mm.","131","2012-08-29",NA,180,860,"559,244","-931,588","328,392","770,045","695644,890941795","4996971,00228511",NA
"15267",16733,"ABBA","V","N","DHP1.mm.","179","2012-08-29",NA,180,860,"559,292","-937,75","329,353","771,006","695643,228470855","4996965,0746561",NA
"15268",16734,"BEAL","V","N","DHP1.mm.","294","2012-08-29",NA,180,860,"559,268","-938,01","329,371","771,024","695643,183413021","4996964,81771913",NA
"15269",16735,"BEAL","V","N","DHP1.mm.","296","2012-08-29",NA,180,860,"559,24","-938,115","329,542","771,195","695643,182865354","4996964,7091543",NA
"15270",16736,"BEAL","V","N","DHP1.mm.","292","2012-08-29",NA,180,860,"554,151","-935,637","328,299","769,952","695648,738644775","4996965,76319965",NA
"15271",16737,"BEAL","M","N","DHP1.mm.","164","2012-08-29",NA,180,860,"554,032","-935,848","328,54","770,193","695648,798019674","4996965,52858203",NA
"15272",16738,"ABBA","V","N","DHP1.mm.","128","2012-08-29",NA,180,860,"551,387","-935,615","328,261","769,914","695651,408933767","4996965,05945282",NA
"15273",16739,"BEAL","V","N","DHP1.mm.","237","2012-08-29",NA,180,860,"550,049","-934,459","328,276","769,929","695653,001977924","4996965,82290935",NA
"15274",16740,"SODE","M","N","DHP1.mm.","233","2012-08-29",NA,180,860,"550,512","-940,794","328,705","770,358","695650,894068312","4996959,83735509",NA
"15275",16741,"SODE","V","N","DHP1.mm.","204","2012-08-29",NA,180,860,"550,351","-941,003","329,028","770,681","695650,994456126","4996959,59364953",NA
"15276",16742,"ABBA","V","N","DHP1.mm.","169","2012-08-29",NA,180,860,"546,894","-940,142","328,973","770,626","695654,552859709","4996959,51694227",NA
"15277",16743,"ABBA","V","N","DHP1.mm.","230","2012-08-29",NA,180,860,"541,389","-936,462","330,822","772,475","695660,824932805","4996961,62061506",NA
"15278",16744,"PIRU","V","N","DHP1.mm.","319","2012-08-29",NA,180,860,"541,096","-936,922","330,904","772,557","695660,986736235","4996961,10032185",NA
"15279",16745,"BEAL","M","N","DHP1.mm.","205","2012-08-29",NA,180,860,"540,32","-932,901","329,799","771,452","695662,789453542","4996964,77306596",NA
"15280",16746,"BEAL","M","N","DHP1.mm.","170","2012-08-29",NA,180,860,"540,364","-932,803","329,775","771,428","695662,772741084","4996964,87907929",NA
"15281",16747,"ABBA","V","N","DHP1.mm.","183","2012-08-29",NA,180,860,"544,94","-932,387","329,574","771,227","695658,470549908","4996966,48032167",NA
"15282",16748,"BEAL","V","N","DHP1.mm.","354","2012-08-29",NA,180,860,"545,475","-932,438","329,855","771,508","695657,941428987","4996966,57147958",NA
"15283",16749,"BEAL","V","N","DHP1.mm.","267","2012-08-29",NA,180,860,"545,492","-931,801","329,384","771,037","695658,092116224","4996967,19001166",NA
"15284",16750,"BEAL","M","N","DHP1.mm.","290","2012-08-29",NA,180,860,"543,942","-927,302","329,167","770,82","695660,766347999","4996971,12054331",NA
"15285",16751,"PIRU","V","N","DHP1.mm.","251","2012-08-29",NA,180,860,"543,025","-926,79","329,201","770,854","695661,784633324","4996971,37360042",NA
"15286",16752,"BEPA","M","N","DHP1.mm.","319","2012-08-29",NA,180,860,"542,269","-925,828","329,058","770,711","695662,765741456","4996972,10268907",NA
"15287",16753,"ABBA","V","N","DHP1.mm.","164","2012-08-29",NA,180,860,"541,24","-925,277","328,563","770,216","695663,902224807","4996972,3639666",NA
"15288",16754,"ABBA","V","N","DHP1.mm.","327","2012-08-29",NA,180,860,"539,354","-924,266","328,179","769,832","695665,985514184","4996972,8439099",NA
"15289",16755,"SODE","V","O","DHP2.mm.","195","2012-08-29",NA,180,860,"547,132","-926,064","328,571","770,224",NA,NA,"fall tree but alive"
"15290",16755,"SODE","V","O","DHP1.mm.","199","2012-08-29",NA,180,860,"547,132","-926,064","328,571","770,224","695658,015870272","4996973,1506738","fall tree but alive"
