"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"6659",3871,"ACPE","V","N","DHP1.mm.","105","2011-07-05","VG",80,260,"314,827","-360,222","175,449","617,102","696030,371520269","4997457,69695881",NA
"6660",3872,"BEAL","V","N","DHP1.mm.","80","2011-07-05","VG",80,260,"315,803","-360,775","175,662","617,315","696029,285604784","4997457,41985216",NA
"6661",3873,"BEAL","V","N","DHP1.mm.","23","2011-07-05","VG",80,260,"315,676","-360,678","175,973","617,626","696029,433475448","4997457,4800508",NA
"6662",3874,"BEAL","V","N","DHP1.mm.","17","2011-07-05","VG",80,260,"316,534","-361,102","175,963","617,616","696028,495147665","4997457,29635162",NA
"6663",3875,"ACPE","V","N","DHP1.mm.","17","2011-07-05","VG",80,260,"315,739","-364,181","176,946","618,599","696028,453959498","4997454,11965393",NA
"6664",3876,"ACPE","V","N","DHP1.mm.","109","2011-07-05","VG",80,260,"315,535","-364,236","176,825","618,478","696028,636191515","4997454,01312739",NA
"6665",3877,"ACPE","V","N","DHP1.mm.","37","2011-07-05","VG",80,260,"314,91","-363,764","176,636","618,289","696029,36249505","4997454,30421132",NA
"6666",3878,"ACPE","V","N","DHP1.mm.","73","2011-07-05","VG",80,260,"314,692","-363,985","176,773","618,426","696029,514683916","4997454,03398743",NA
"6667",3879,"ACSA","V","N","DHP1.mm.","338","2011-07-05","VG",80,260,"315,968","-364,881","176,95","618,603","696028,0496023","4997453,50491138",NA
"6668",3880,"ACSA","V","N","DHP1.mm.","17","2011-07-05","VG",80,260,"316,162","-365,271","177,002","618,655","696027,760293657","4997453,17983141",NA
"6669",3881,"ACPE","V","N","DHP1.mm.","16","2011-07-05","VG",80,260,"315,49","-367,179","177,148","618,801","696027,907667906","4997451,16424838",NA
"6670",3882,"FAGR","V","N","DHP1.mm.","96","2011-07-05","VG",80,260,"315,738","-367,963","177,333","618,986","696027,462962633","4997450,47351255",NA
