"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"13705",5553,"PIRU","V","N","DHP1.mm.","105","2012-05-31",NA,80,740,"434,82","-829,318","305,357","747,01","695791,660560884","4997036,95688999",NA
"13706",5554,"ABBA","V","N","DHP1.mm.","163","2012-05-31",NA,80,740,"434,026","-830,523","306,108","747,761","695792,109930305","4997035,587006",NA
"13707",5555,"ABBA","V","N","DHP1.mm.","232","2012-05-31",NA,80,740,"433,056","-830,462","305,907","747,56","695793,06101765","4997035,3913943",NA
"13708",5556,"BEAL","V","N","DHP1.mm.","112","2012-05-31",NA,80,740,"435,233","-834,367","306,894","748,547","695789,938149853","4997032,19793607",NA
"13709",5557,"BEAL","V","N","DHP1.mm.","627","2012-05-31",NA,80,740,"435,162","-834,458","306,941","748,594","695789,982726526","4997032,0915891",NA
"13710",5558,"BEAL","V","N","DHP1.mm.","394","2012-05-31",NA,80,740,"436,131","-841,84","309,457","751,11","695787,112416634","4997025,22943431",NA
"13711",5559,"PIRU","V","N","DHP1.mm.","115","2012-05-31",NA,80,740,"436,905","-841,954","309,272","750,925","695786,33637381","4997025,32254576",NA
"13712",5560,"BEAL","M","O","DHP2.mm.","315","2012-05-31",NA,80,740,"436,919","-842,914","309,694","751,347","695786,071084348","4997024,40076985",NA
"13713",5560,"BEAL","M","O","DHP1.mm.","542","2012-05-31",NA,80,740,"436,919","-842,914","309,694","751,347",NA,NA,NA
"13714",5561,"ACPE","M","N","DHP1.mm.","126","2012-05-31",NA,80,740,"432,237","-843,867","310,726","752,379","695790,334613492","4997022,25405288",NA
"13715",5562,"ABBA","V","N","DHP1.mm.","120","2012-05-31",NA,80,740,"422,471","-841,879","308,435","750,088","695800,27053985","4997021,60902849",NA
"13716",5563,"BEAL","V","N","DHP1.mm.","159","2012-05-31",NA,80,740,"420,824","-842,07","309,258","750,911","695801,808165008","4997020,99291996",NA
"13717",5564,"ABBA","V","N","DHP1.mm.","155","2012-05-31",NA,80,740,"420,699","-843,674","309,402","751,055","695801,507961319","4997019,41386518",NA
"13718",5565,"BEAL","V","N","DHP1.mm.","238","2012-05-31",NA,80,740,"420,066","-843,271","309,741","751,394","695802,223879273","4997019,63633425",NA
"13719",5566,"BEAL","V","N","DHP1.mm.","231","2012-05-31",NA,80,740,"419,987","-842,638","309,267","750,92","695802,46606216","4997020,22583096",NA
"13720",5567,"BEAL","M","N","DHP1.mm.","660","2012-05-31",NA,80,740,"420,455","-843,04","309,687","751,34","695801,909467848","4997019,96104892",NA
"13721",5568,"IND","M","N","DHP1.mm.","145","2012-05-31",NA,80,740,"421,66","-838,619","307,652","749,305","695801,90739876","4997024,53898238",NA
"13722",5569,"PIRU","V","N","DHP1.mm.","158","2012-05-31",NA,80,740,"420,602","-837,793","307,072","748,725","695803,143966652","4997025,05775592",NA
"13723",5570,"BEAL","V","O","DHP2.mm.","108","2012-05-31",NA,80,740,"417,281","-827,808","301,597","743,25","695808,964351052","4997033,81233041",NA
"13724",5570,"BEAL","V","O","DHP1.mm.","178","2012-05-31",NA,80,740,"417,281","-827,808","301,597","743,25",NA,NA,NA
"13725",5571,"BEAL","V","O","DHP3.mm.","217","2012-05-31",NA,80,740,"426,137","-829,433","304,652","746,305","695800,000881536","4997034,56861067",NA
"13726",5571,"BEAL","V","O","DHP2.mm.","237","2012-05-31",NA,80,740,"426,137","-829,433","304,652","746,305",NA,NA,NA
"13727",5571,"BEAL","V","O","DHP1.mm.","273","2012-05-31",NA,80,740,"426,137","-829,433","304,652","746,305",NA,NA,NA
