"","Arbre","Esp","Etat","Multi","id_tige","DHP_mm_","Date","Initiales","BorX","BorY","Nord_m","Est_m","elevation_m","Altitude_m","X_UTM","Y_UTM","Remarques"
"14390",11044,"ABBA","V","N","DHP1.mm.","274","2012-07-23",NA,20,800,"391,036","-896,614","324,401","766,054","695816,217983279","4996960,59911774",NA
"14391",11045,"BEAL","M","N","DHP1.mm.","216","2012-07-23",NA,20,800,"389,275","-901,038","325,031","766,684","695816,755254085","4996955,87246194",NA
"14392",11046,"BEAL","M","N","DHP1.mm.","191","2012-07-23",NA,20,800,"383,003","-899,87","325,083","766,736","695823,10786223","4996955,35337367",NA
"14393",11047,"BEAL","V","N","DHP1.mm.","356","2012-07-23",NA,20,800,"382,443","-903,918","325,743","767,396","695822,585978221","4996951,30418894",NA
"14394",11048,"BEAL","V","N","DHP1.mm.","329","2012-07-23",NA,20,800,"387,185","-906,409","326,527","768,18","695817,361299951","4996950,14659868",NA
"14395",11049,"BEAL","V","N","DHP1.mm.","392","2012-07-23",NA,20,800,"391,276","-906,833","329,222","770,875","695813,306333584","4996950,81086605","merge trees"
"14396",11050,"ABBA","V","N","DHP1.mm.","248","2012-07-23",NA,20,800,"390,761","-906,22","329,101","770,754","695813,963578362","4996951,26672645",NA
"14397",11051,"BEAL","V","N","DHP1.mm.","143","2012-07-23",NA,20,800,"392,334","-905,496","329,059","770,712","695812,637087577","4996952,37724229",NA
"14398",11052,"BEAL","V","N","DHP1.mm.","275","2012-07-23",NA,20,800,"391,072","-900,926","326,996","768,649","695815,0523072","4996956,45175653",NA
"14399",11053,"SODE","M","N","DHP1.mm.","162","2012-07-23",NA,20,800,"393,363","-908,355","329,955","771,608","695810,895251055","4996949,89103378",NA
"14400",11054,"BEAL","V","N","DHP1.mm.","189","2012-07-23",NA,20,800,"393,084","-911,192","329,819","771,472","695810,420107552","4996947,08296501",NA
"14401",11055,"BEAL","V","N","DHP1.mm.","674","2012-07-23",NA,20,800,"393,391","-912,145","330,156","771,809","695809,874199673","4996946,24478658",NA
"14402",11056,"BEAL","V","N","DHP1.mm.","209","2012-07-23",NA,20,800,"393,269","-912,588","330,62","772,273","695809,875616538","4996945,7857322",NA
"14403",11057,"BEAL","V","N","DHP1.mm.","211","2012-07-23",NA,20,800,"388,075","-915,133","329,005","770,658","695814,215160592","4996941,97002436",NA
"14404",11058,"BEAL","V","N","DHP1.mm.","225","2012-07-23",NA,20,800,"373,377","-899,358","326,303","767,956","695832,521695166","4996953,32219301",NA
"14405",11059,"PIRU","V","N","DHP1.mm.","370","2012-07-23",NA,20,800,"379,03","-912,366","329,341","770,994","695823,660356832","4996942,26506967",NA
"14406",11060,"BEAL","V","N","DHP1.mm.","152","2012-07-23",NA,20,800,"379,877","-909,228","328,036","769,689","695823,66689137","4996945,51228264",NA
"14407",11061,"BEAL","V","N","DHP1.mm.","197","2012-07-23",NA,20,800,"376,342","-913,051","329,737","771,39","695826,07194589","4996940,89970266",NA
"14408",11062,"ABBA","V","N","DHP1.mm.","269","2012-07-23",NA,20,800,"376,31","-916,388","330,932","772,585","695825,227549987","4996937,67441411",NA
"14409",11063,"PIRU","V","N","DHP1.mm.","101","2012-07-23",NA,20,800,"375,966","-917,773","331,719","773,372","695825,195904456","4996936,24903677",NA
"14410",11064,"BEAL","V","N","DHP1.mm.","479","2012-07-23",NA,20,800,"375,613","-904,042","327,27","768,923","695829,137631075","4996949,39324717",NA
"14411",11065,"ABBA","V","N","DHP1.mm.","165","2012-07-23",NA,20,800,"373,832","-903,464","327,732","769,385","695831,006130297","4996949,4833148",NA
"14412",11066,"ABBA","V","N","DHP1.mm.","256","2012-07-23",NA,20,800,"376,052","-902,783","326,895","768,548","695829,044647948","4996950,72207652",NA
