"site_id","lat","time_start","time_finish","date_obs","time_obs","variable","valid_scientific_name","rank","vernacular_en","vernacular_fr","kingdom","phylum","class","order","family","genus","species"
23,46.2502,"05:00:00","05:03:00","27/05/2017","05:00:12","présence","Dendroica caerulescens","species","Black-throated blue warbler","Paruline","Animalia","Chordata","Aves","Passeriformes","Parulidae","Dendroica","Dendroica caerulescens"
23,46.2502,"05:00:00","05:03:00","27/05/2017","05:00:01","présence","Dendroica caerulescens","species","Black-throated blue warbler","Paruline","Animalia","Chordata","Aves","Passeriformes","Parulidae","Dendroica","Dendroica caerulescens"
23,46.2502,"05:00:00","05:03:00","27/05/2017","05:01:02","présence","Dendroica virens","species","Black-throated green warbler","Paruline à gorge noire","Animalia","Chordata","Aves","Passeriformes","Parulidae","Dendroica","Dendroica virens"
23,46.2502,"05:00:00","05:03:00","27/05/2017","05:01:03","présence","Catharus guttatus","species","Hermit thrush","Grive solitaire","Animalia","Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus guttatus"
23,46.2502,"05:00:00","05:03:00","27/05/2017","05:02:56","présence","Leiothlypis ruficapilla","species","Nashville warbler","Paruline à joues grises","Animalia","Chordata","Aves","Passeriformes","Parulidae","Leiothlypis","Leiothlypis ruficapilla"
23,46.2502,"05:00:00","05:03:00","27/05/2017","05:00:39","présence","Seiurus aurocapilla","species","Ovenbird","Paruline couronnée","Animalia","Chordata","Aves","Passeriformes","Parulidae","Seiurus","Seiurus aurocapilla"
23,46.2502,"05:00:00","05:03:00","27/05/2017","05:00:49","présence","Seiurus aurocapilla","species","Ovenbird","Paruline couronnée","Animalia","Chordata","Aves","Passeriformes","Parulidae","Seiurus","Seiurus aurocapilla"
23,46.2502,"05:00:00","05:03:00","27/05/2017","05:00:04","présence","Seiurus aurocapilla","species","Ovenbird","Paruline couronnée","Animalia","Chordata","Aves","Passeriformes","Parulidae","Seiurus","Seiurus aurocapilla"
23,46.2502,"05:00:00","05:03:00","27/05/2017","05:00:09","présence","Seiurus aurocapilla","species","Ovenbird","Paruline couronnée","Animalia","Chordata","Aves","Passeriformes","Parulidae","Seiurus","Seiurus aurocapilla"
23,46.2502,"05:00:00","05:03:00","27/05/2017","05:00:21","présence","Dendroica pinus","species","Pine warbler","Paruline des pins","Animalia","Chordata","Aves","Passeriformes","Parulidae","Dendroica","Dendroica pinus"
23,46.2502,"05:00:00","05:03:00","27/05/2017","05:02:41","présence","Pheucticus ludovicianus","species","Rose-breasted grosbeak","Cardinal à poitrine rose","Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","Pheucticus ludovicianus"
23,46.2502,"08:00:00","08:15:00","27/05/2017","08:04:16","présence","Carduelis tristis","species","American goldfinch","Chardonneret jaune","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Carduelis","Carduelis tristis"
