"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Notophthalmus viridescens louisianensis","[1991,1992,1993,1994,1995]","Number of individuals captured","[12,13,8,9,7]","MULTIPOINT((-85.85278 41.72556))","Living planet index database",NA," Mierzwa, K. S. (1998). Status of Northeastern Illinois Amphibians. Status and conservation of midwestern amphibians. M. J. Lannoo. Iowa City., University of Iowa Press.: 115 - 124.| USGS, P. W. R. C. Managers' Monitoring Manual - Amphibian Count CV tool, U.S. Department of the Interior.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Notophthalmus viridescens","[1991,1992,1993,1994,1995]","Number of individuals captured","[12,13,8,9,7]","MULTIPOINT((-85.85278 41.72556))","Living planet index database",NA," Mierzwa, K. S. (1998). Status of Northeastern Illinois Amphibians. Status and conservation of midwestern amphibians. M. J. Lannoo. Iowa City., University of Iowa Press.: 115 - 124.| USGS, P. W. R. C. Managers' Monitoring Manual - Amphibian Count CV tool, U.S. Department of the Interior.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
