"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Lepus americanus","[2016,2017]","Individuals per 100 trap nights","[0.2,0.1]","MULTIPOINT((-84.52551 50.219196))","Living planet index database",NA,"Stinson, L. T., F. N. Dawson, and P. D. DeWitt. 2018. Provincial Wildlife Population Monitoring Program annual report: 2016 and 2017. Ontario Ministry of Natural Resources and Forestry, Science and Research Branch, Peterborough, ON.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Blarina brevicauda","[2016,2017]","Individuals per 100 trap nights","[0.04,0.3]","MULTIPOINT((-84.52551 50.219196))","Living planet index database",NA,"Stinson, L. T., F. N. Dawson, and P. D. DeWitt. 2018. Provincial Wildlife Population Monitoring Program annual report: 2016 and 2017. Ontario Ministry of Natural Resources and Forestry, Science and Research Branch, Peterborough, ON.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Napaeozapus insignis","[2016,2017]","Individuals per 100 trap nights","[1.4,1.2]","MULTIPOINT((-84.52551 50.219196))","Living planet index database",NA,"Stinson, L. T., F. N. Dawson, and P. D. DeWitt. 2018. Provincial Wildlife Population Monitoring Program annual report: 2016 and 2017. Ontario Ministry of Natural Resources and Forestry, Science and Research Branch, Peterborough, ON.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Myodes gapperi","[2016,2017]","Individuals per 100 trap nights","[9.6,3.1]","MULTIPOINT((-84.52551 50.219196))","Living planet index database",NA,"Stinson, L. T., F. N. Dawson, and P. D. DeWitt. 2018. Provincial Wildlife Population Monitoring Program annual report: 2016 and 2017. Ontario Ministry of Natural Resources and Forestry, Science and Research Branch, Peterborough, ON.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Microtus pennsylvanicus","[2016,2017]","Individuals per 100 trap nights","[0.4,0.1]","MULTIPOINT((-84.52551 50.219196))","Living planet index database",NA,"Stinson, L. T., F. N. Dawson, and P. D. DeWitt. 2018. Provincial Wildlife Population Monitoring Program annual report: 2016 and 2017. Ontario Ministry of Natural Resources and Forestry, Science and Research Branch, Peterborough, ON.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Glaucomys sabrinus","[2016,2017]","Individuals per 100 trap nights","[0.3,0.2]","MULTIPOINT((-84.52551 50.219196))","Living planet index database",NA,"Stinson, L. T., F. N. Dawson, and P. D. DeWitt. 2018. Provincial Wildlife Population Monitoring Program annual report: 2016 and 2017. Ontario Ministry of Natural Resources and Forestry, Science and Research Branch, Peterborough, ON.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Tamiasciurus hudsonicus","[2016,2017]","Individuals per 100 trap nights","[0.5,0.4]","MULTIPOINT((-84.52551 50.219196))","Living planet index database",NA,"Stinson, L. T., F. N. Dawson, and P. D. DeWitt. 2018. Provincial Wildlife Population Monitoring Program annual report: 2016 and 2017. Ontario Ministry of Natural Resources and Forestry, Science and Research Branch, Peterborough, ON.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Tamias striatus","[2016,2017]","Individuals per 100 trap nights","[0.3,0.4]","MULTIPOINT((-84.52551 50.219196))","Living planet index database",NA,"Stinson, L. T., F. N. Dawson, and P. D. DeWitt. 2018. Provincial Wildlife Population Monitoring Program annual report: 2016 and 2017. Ontario Ministry of Natural Resources and Forestry, Science and Research Branch, Peterborough, ON.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Tamias minimus","[2016,2017]","Individuals per 100 trap nights","[0.1,0.04]","MULTIPOINT((-84.52551 50.219196))","Living planet index database",NA,"Stinson, L. T., F. N. Dawson, and P. D. DeWitt. 2018. Provincial Wildlife Population Monitoring Program annual report: 2016 and 2017. Ontario Ministry of Natural Resources and Forestry, Science and Research Branch, Peterborough, ON.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Mustela erminea","[2016,2017]","Individuals per 100 trap nights","[0.4,0.1]","MULTIPOINT((-84.52551 50.219196))","Living planet index database",NA,"Stinson, L. T., F. N. Dawson, and P. D. DeWitt. 2018. Provincial Wildlife Population Monitoring Program annual report: 2016 and 2017. Ontario Ministry of Natural Resources and Forestry, Science and Research Branch, Peterborough, ON.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
