"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Tamiasciurus hudsonicus","[1981,1982,1983,1984]","Number of individuals per 100 trap-nights","[2.15,1.25,0.45,1.45]","MULTIPOINT((-85.58269 49.249515))","Living planet index database",NA,"Thompson, I. D. and P. W. Colgan (1990). ""Prey choice by marten during a decline in prey abundance."" Oecologia 83: 443-451.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Lepus americanus","[1981,1982,1983,1984]","Number of individuals per 100 trap-nights","[4.58,0.85,0.05,0]","MULTIPOINT((-85.58269 49.249515))","Living planet index database",NA,"Thompson, I. D. and P. W. Colgan (1990). ""Prey choice by marten during a decline in prey abundance."" Oecologia 83: 443-451.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Sorex cinereus","[1981,1982,1983,1984]","Number of individuals per 100 trap-nights","[0.005,0.17,2.985,0.22]","MULTIPOINT((-85.58269 49.249515))","Living planet index database",NA,"Thompson, I. D. and P. W. Colgan (1990). ""Prey choice by marten during a decline in prey abundance."" Oecologia 83: 443-451.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Peromyscus maniculatus","[1981,1982,1983,1984]","Number of individuals per 100 trap-nights","[6.5,4.1,2.5,4.6]","MULTIPOINT((-85.58269 49.249515))","Living planet index database",NA,"Thompson, I. D. and P. W. Colgan (1990). ""Prey choice by marten during a decline in prey abundance."" Oecologia 83: 443-451.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Myodes gapperi","[1981,1982,1983,1984]","Number of individuals per 100 trap-nights","[16,7.85,3.75,1.1]","MULTIPOINT((-85.58 49.24))","Living planet index database",NA,"Thompson, I. D. and P. W. Colgan (1990). ""Prey choice by marten during a decline in prey abundance."" Oecologia 83: 443-451.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Tamiasciurus hudsonicus","[1981,1982,1983,1984]","Number of individuals per 100 trap-nights","[2.15,1.25,0.45,1.45]","MULTIPOINT((-85.58269 49.249515))","Living planet index database",NA,"Thompson, I. D. and P. W. Colgan (1990). ""Prey choice by marten during a decline in prey abundance."" Oecologia 83: 443-451.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Lepus americanus","[1981,1982,1983,1984]","Number of individuals per 100 trap-nights","[4.58,0.85,0.05,0]","MULTIPOINT((-85.58269 49.249515))","Living planet index database",NA,"Thompson, I. D. and P. W. Colgan (1990). ""Prey choice by marten during a decline in prey abundance."" Oecologia 83: 443-451.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Sorex cinereus","[1981,1982,1983,1984]","Number of individuals per 100 trap-nights","[0.005,0.17,2.985,0.22]","MULTIPOINT((-85.58269 49.249515))","Living planet index database",NA,"Thompson, I. D. and P. W. Colgan (1990). ""Prey choice by marten during a decline in prey abundance."" Oecologia 83: 443-451.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Peromyscus maniculatus","[1981,1982,1983,1984]","Number of individuals per 100 trap-nights","[6.5,4.1,2.5,4.6]","MULTIPOINT((-85.58269 49.249515))","Living planet index database",NA,"Thompson, I. D. and P. W. Colgan (1990). ""Prey choice by marten during a decline in prey abundance."" Oecologia 83: 443-451.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Myodes gapperi","[1981,1982,1983,1984]","Number of individuals per 100 trap-nights","[16,7.85,3.75,1.1]","MULTIPOINT((-85.58 49.24))","Living planet index database",NA,"Thompson, I. D. and P. W. Colgan (1990). ""Prey choice by marten during a decline in prey abundance."" Oecologia 83: 443-451.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
