"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Peromyscus maniculatus","[2002,2003,2004]","Number of individuals per 100 trap nights","[3.4909,4.0425,0.8832]","MULTIPOINT((-82.134735 48.575324))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Peromyscus maniculatus","[2002,2003,2004]","Number of individuals per 100 trap nights","[6.132,14.2045,7.3142]","MULTIPOINT((-79.146454 46.634905))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Tamias striatus","[2002,2003,2004]","Number of individuals per 100 trap nights","[0.1482,2.1369,0.2964]","MULTIPOINT((-82.134735 48.575324))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Tamias striatus","[2002,2003,2004]","Nuber of individuals per 100 trap nights","[4.0503,7.839,3.6017]","MULTIPOINT((-79.146454 46.634905))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Myodes gapperi","[2002,2003,2004]","Number of individuals per 100 trap nights","[9.7133,4.0534,1.9031]","MULTIPOINT((-82.448825 48.444828))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Myodes gapperi","[2002,2003,2004]","Number of individuals per 100 trap nights","[4.6237,4.6237,1.5591]","MULTIPOINT((-79.087009 46.416229))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Peromyscus maniculatus","[2002,2003,2004]","Number of individuals per 100 trap nights","[3.4909,4.0425,0.8832]","MULTIPOINT((-82.134735 48.575324))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Peromyscus maniculatus","[2002,2003,2004]","Number of individuals per 100 trap nights","[6.132,14.2045,7.3142]","MULTIPOINT((-79.146454 46.634905))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Tamias striatus","[2002,2003,2004]","Number of individuals per 100 trap nights","[0.1482,2.1369,0.2964]","MULTIPOINT((-82.134735 48.575324))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Tamias striatus","[2002,2003,2004]","Nuber of individuals per 100 trap nights","[4.0503,7.839,3.6017]","MULTIPOINT((-79.146454 46.634905))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Myodes gapperi","[2002,2003,2004]","Number of individuals per 100 trap nights","[9.7133,4.0534,1.9031]","MULTIPOINT((-82.448825 48.444828))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Myodes gapperi","[2002,2003,2004]","Number of individuals per 100 trap nights","[4.6237,4.6237,1.5591]","MULTIPOINT((-79.087009 46.416229))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Peromyscus maniculatus","[2002,2003,2004]","Number of individuals per 100 trap nights","[3.4909,4.0425,0.8832]","MULTIPOINT((-82.134735 48.575324))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Peromyscus maniculatus","[2002,2003,2004]","Number of individuals per 100 trap nights","[6.132,14.2045,7.3142]","MULTIPOINT((-79.146454 46.634905))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Tamias striatus","[2002,2003,2004]","Number of individuals per 100 trap nights","[0.1482,2.1369,0.2964]","MULTIPOINT((-82.134735 48.575324))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Tamias striatus","[2002,2003,2004]","Nuber of individuals per 100 trap nights","[4.0503,7.839,3.6017]","MULTIPOINT((-79.146454 46.634905))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Myodes gapperi","[2002,2003,2004]","Number of individuals per 100 trap nights","[9.7133,4.0534,1.9031]","MULTIPOINT((-82.448825 48.444828))","Living planet index database",NA,"Bowman, J., D. R. Phoenix, et al. (2008). ""Spatial and temporal dynamics of small mammals at a regional scale in Canadian boreal forest."" Journal of Mammalogy 89(2): 381-387.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
