"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Falco peregrinus anatum","[1965,1970,1975,1980,1985,1990,1995,2000]","Number of breeding pairs","[0,0,0,0,0,2,14,42]","MULTIPOINT((-86 50))","Living planet index database",NA,"Banasch, U. and G. Holroyd (2004). The 1995 Peregrine Falcon survey in Canada. Occassional Papers, Canadian Wildlife Service.| Holroyd, G. L. and U. Banasch (2003). ""The 2000 Canadian Peregrine Falcon Survey."" Journal of Raptor Research 37(2): 98-116.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Falco peregrinus","[1965,1970,1975,1980,1985,1990,1995,2000]","Number of breeding pairs","[0,0,0,0,0,2,14,42]","MULTIPOINT((-86 50))","Living planet index database",NA,"Banasch, U. and G. Holroyd (2004). The 1995 Peregrine Falcon survey in Canada. Occassional Papers, Canadian Wildlife Service.| Holroyd, G. L. and U. Banasch (2003). ""The 2000 Canadian Peregrine Falcon Survey."" Journal of Raptor Research 37(2): 98-116.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Falco peregrinus anatum","[1991,1992,1993,1994,1995,2000]","Number of territorial pairs","[5,5,5,5,6,11]","MULTIPOINT((-63 45))","Living planet index database",NA,"Banasch, U. and G. Holroyd (2004). The 1995 Peregrine Falcon survey in Canada. Occassional Papers, Canadian Wildlife Service.| Holroyd, G. L. and U. Banasch (2003). ""The 2000 Canadian Peregrine Falcon Survey."" Journal of Raptor Research 37(2): 98-116.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Falco peregrinus","[1991,1992,1993,1994,1995,2000]","Number of territorial pairs","[5,5,5,5,6,11]","MULTIPOINT((-63 45))","Living planet index database",NA,"Banasch, U. and G. Holroyd (2004). The 1995 Peregrine Falcon survey in Canada. Occassional Papers, Canadian Wildlife Service.| Holroyd, G. L. and U. Banasch (2003). ""The 2000 Canadian Peregrine Falcon Survey."" Journal of Raptor Research 37(2): 98-116.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
