"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Lithobates clamitans","[1998,1999]","Mean index of abundance","[0.55,0.55]","MULTIPOINT((-63.126667 46.235))","Living planet index database",NA,"Stevens, C. E., A. W. Diamond, et al. (2002). ""Anuran call surveys on small wetlands in Prince Edward Island, Canada restored by dredging of sediments."" Wetlands 22(1): 90-99.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Lithobates pipiens","[1998,1999]","Mean index of abundance","[0.5,0.55]","MULTIPOINT((-63.126667 46.235))","Living planet index database",NA,"Stevens, C. E., A. W. Diamond, et al. (2002). ""Anuran call surveys on small wetlands in Prince Edward Island, Canada restored by dredging of sediments."" Wetlands 22(1): 90-99.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anaxyrus americanus","[1998,1999]","Mean index of abundance","[1.5,1.1]","MULTIPOINT((-63.126667 46.235))","Living planet index database",NA,"Stevens, C. E., A. W. Diamond, et al. (2002). ""Anuran call surveys on small wetlands in Prince Edward Island, Canada restored by dredging of sediments."" Wetlands 22(1): 90-99.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Pseudacris crucifer","[1998,1999]","Mean index of abundance","[2.7,2.15]","MULTIPOINT((-63.126667 46.235))","Living planet index database",NA,"Stevens, C. E., A. W. Diamond, et al. (2002). ""Anuran call surveys on small wetlands in Prince Edward Island, Canada restored by dredging of sediments."" Wetlands 22(1): 90-99.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Lithobates sylvaticus","[1998,1999]","Mean index of abundance","[0.55,2.05]","MULTIPOINT((-63.126667 46.235))","Living planet index database",NA,"Stevens, C. E., A. W. Diamond, et al. (2002). ""Anuran call surveys on small wetlands in Prince Edward Island, Canada restored by dredging of sediments."" Wetlands 22(1): 90-99.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Lithobates clamitans","[1998,1999]","Mean index of abundance","[0.55,0.55]","MULTIPOINT((-63.126667 46.235))","Living planet index database",NA,"Stevens, C. E., A. W. Diamond, et al. (2002). ""Anuran call surveys on small wetlands in Prince Edward Island, Canada restored by dredging of sediments."" Wetlands 22(1): 90-99.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Lithobates pipiens","[1998,1999]","Mean index of abundance","[0.5,0.55]","MULTIPOINT((-63.126667 46.235))","Living planet index database",NA,"Stevens, C. E., A. W. Diamond, et al. (2002). ""Anuran call surveys on small wetlands in Prince Edward Island, Canada restored by dredging of sediments."" Wetlands 22(1): 90-99.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anaxyrus americanus","[1998,1999]","Mean index of abundance","[1.5,1.1]","MULTIPOINT((-63.126667 46.235))","Living planet index database",NA,"Stevens, C. E., A. W. Diamond, et al. (2002). ""Anuran call surveys on small wetlands in Prince Edward Island, Canada restored by dredging of sediments."" Wetlands 22(1): 90-99.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Pseudacris crucifer","[1998,1999]","Mean index of abundance","[2.7,2.15]","MULTIPOINT((-63.126667 46.235))","Living planet index database",NA,"Stevens, C. E., A. W. Diamond, et al. (2002). ""Anuran call surveys on small wetlands in Prince Edward Island, Canada restored by dredging of sediments."" Wetlands 22(1): 90-99.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Lithobates sylvaticus","[1998,1999]","Mean index of abundance","[0.55,2.05]","MULTIPOINT((-63.126667 46.235))","Living planet index database",NA,"Stevens, C. E., A. W. Diamond, et al. (2002). ""Anuran call surveys on small wetlands in Prince Edward Island, Canada restored by dredging of sediments."" Wetlands 22(1): 90-99.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
