"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Myxine glutinosa","[2005,2006,2007,2008]","CPUE (kg/trap)","[39.73667,32.49267,38.046,41.449]","MULTIPOINT((-56.18528 45.904453))","Living planet index database",NA,"DFO (2009). Assessment of NAFO division 3O and subdivision 3PS Atlantic Hagfish (Myxine glutinosa). Sci. Advis. Report. 2009/042. DFO Can. Sci. Advis. Sec. 2009/042.																	","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
