"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Anser caerulescens","[1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979]","Individuals","[1500000,1350000,1400000,1300000,1350000,1600000,2400000,2500000,1950000,2300000,2200000,3100000,1800000,3600000,2500000,2700000]","MULTIPOINT((-77 57.83333))","Living planet index database",NA,"Boyd, H., G. E. J. Smith, et al. (1982). The Lesser snow geese of eastern Canadian Arctic. Occasional paper no. 46. Canadian Wildlife Service.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anser caerulescens caerulescens","[1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979]","Individuals","[1500000,1350000,1400000,1300000,1350000,1600000,2400000,2500000,1950000,2300000,2200000,3100000,1800000,3600000,2500000,2700000]","MULTIPOINT((-77 57.83333))","Living planet index database",NA,"Boyd, H., G. E. J. Smith, et al. (1982). The Lesser snow geese of eastern Canadian Arctic. Occasional paper no. 46. Canadian Wildlife Service.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
