"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Calidris canutus","[1982,1983,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006]","Peak spring counts","[95530,16859,55531,38750,38190,94460,70000,27280,25595,44000,52055,38600,19445,41855,50360,49805,43145,36125,31695,16255,13315,15535,13445]","MULTIPOINT((-75.149444 39.05))","Living planet index database",NA,"Dey, A. D., L. J. Niles, et al. (2011) Update to the status of the Red knot Calidris canutus in the western hemisphere, April 2011. 1-14 | Niles, L., H. P. Sitters, et al. (2007). Red knot conservation plan for the Western hemisphere, Version 1.0.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Calidris canutus rufa","[1982,1983,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006]","Peak spring counts","[95530,16859,55531,38750,38190,94460,70000,27280,25595,44000,52055,38600,19445,41855,50360,49805,43145,36125,31695,16255,13315,15535,13445]","MULTIPOINT((-75.149444 39.05))","Living planet index database",NA,"Dey, A. D., L. J. Niles, et al. (2011) Update to the status of the Red knot Calidris canutus in the western hemisphere, April 2011. 1-14 | Niles, L., H. P. Sitters, et al. (2007). Red knot conservation plan for the Western hemisphere, Version 1.0.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
