"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Aquila chrysaetos","[1975,1976,1977,1978,1979,1980,1981,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004]","Estimated mean daily count","[1.26,0.57,0.65,0.75,0.7,0.69,0.9,0.54,0.6,0.62,0.98,1.25,0.98,1.32,1.91,1.4,1.38,1.29,1.56,1.63,1.59,1.22,0.7,2.33,1.49,1.74,1.6,1.16,1.4]","MULTIPOINT((-83.05 42.033333))","Living planet index database",NA,"Farmer, C. J., R. J. Bell, et al. (2008). Trends in autumn counts of migratory raptors in northeastern North America, 1974-2004. State of North America's birds of prey. K. L. Bildstein, J. P. Smith, E. Ruelas Inzunza and R. R. Veit. Cambridge, MA and Washington, D.C., Nuttall Ornithological Club and American Ornithologists' Union: 179-215.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Aquila chrysaetos","[1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004]","Estimated mean daily count","[0.37,0.79,0.52,0.45,0.34,0.85,0.72,0.48,0.57,0.55,0.23]","MULTIPOINT((-69.666667 48.15))","Living planet index database",NA,"Farmer, C. J., R. J. Bell, et al. (2008). Trends in autumn counts of migratory raptors in northeastern North America, 1974-2004. State of North America's birds of prey. K. L. Bildstein, J. P. Smith, E. Ruelas Inzunza and R. R. Veit. Cambridge, MA and Washington, D.C., Nuttall Ornithological Club and American Ornithologists' Union: 179-215.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Haliaeetus leucocephalus","[1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005]","Estimated mean daily count","[0.61,0.74,0.53,0.7,0.64,1.02,0.85,0.88,1.01,0.9,0.95,0.95]","MULTIPOINT((-69.666667 48.15))","Living planet index database",NA,"Farmer, C. J., R. J. Bell, et al. (2008). Trends in autumn counts of migratory raptors in northeastern North America, 1974-2004. State of North America's birds of prey. K. L. Bildstein, J. P. Smith, E. Ruelas Inzunza and R. R. Veit. Cambridge, MA and Washington, D.C., Nuttall Ornithological Club and American Ornithologists' Union: 179-215.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Falco peregrinus","[1976,1977,1978,1979,1980,1981,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004]","Estimated mean daily count","[0.13,0.19,0.17,0.18,0.11,0.21,0.23,0.29,0.27,0.37,0.26,0.24,0.4,0.53,0.64,0.57,0.58,0.74,0.78,0.71,0.66,0.73,0.76,0.56,0.58,0.74,0.86,0.37]","MULTIPOINT((-83.05 42.033333))","Living planet index database",NA,"Farmer, C. J., R. J. Bell, et al. (2008). Trends in autumn counts of migratory raptors in northeastern North America, 1974-2004. State of North America's birds of prey. K. L. Bildstein, J. P. Smith, E. Ruelas Inzunza and R. R. Veit. Cambridge, MA and Washington, D.C., Nuttall Ornithological Club and American Ornithologists' Union: 179-215.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Falco peregrinus","[1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005]","Estimated mean daily count","[0.38,0.7,0.61,0.61,0.79,0.81,1.05,0.74,1.01,1.27,0.88,1.03]","MULTIPOINT((-69.666667 48.15))","Living planet index database",NA,"Farmer, C. J., R. J. Bell, et al. (2008). Trends in autumn counts of migratory raptors in northeastern North America, 1974-2004. State of North America's birds of prey. K. L. Bildstein, J. P. Smith, E. Ruelas Inzunza and R. R. Veit. Cambridge, MA and Washington, D.C., Nuttall Ornithological Club and American Ornithologists' Union: 179-215.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Aquila chrysaetos","[1975,1976,1977,1978,1979,1980,1981,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004]","Estimated mean daily count","[1.26,0.57,0.65,0.75,0.7,0.69,0.9,0.54,0.6,0.62,0.98,1.25,0.98,1.32,1.91,1.4,1.38,1.29,1.56,1.63,1.59,1.22,0.7,2.33,1.49,1.74,1.6,1.16,1.4]","MULTIPOINT((-83.05 42.033333))","Living planet index database",NA,"Farmer, C. J., R. J. Bell, et al. (2008). Trends in autumn counts of migratory raptors in northeastern North America, 1974-2004. State of North America's birds of prey. K. L. Bildstein, J. P. Smith, E. Ruelas Inzunza and R. R. Veit. Cambridge, MA and Washington, D.C., Nuttall Ornithological Club and American Ornithologists' Union: 179-215.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Aquila chrysaetos","[1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004]","Estimated mean daily count","[0.37,0.79,0.52,0.45,0.34,0.85,0.72,0.48,0.57,0.55,0.23]","MULTIPOINT((-69.666667 48.15))","Living planet index database",NA,"Farmer, C. J., R. J. Bell, et al. (2008). Trends in autumn counts of migratory raptors in northeastern North America, 1974-2004. State of North America's birds of prey. K. L. Bildstein, J. P. Smith, E. Ruelas Inzunza and R. R. Veit. Cambridge, MA and Washington, D.C., Nuttall Ornithological Club and American Ornithologists' Union: 179-215.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Buteo lagopus","[1975,1976,1977,1978,1979,1980,1981,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004]","Estimated mean daily count","[12.02,4.13,7.12,0.94,2.95,4.84,3.14,3.06,1.54,1.87,3.14,4.21,3.14,3.72,4.34,4.8,2.91,1.73,1.79,2.87,2.43,1.68,1.51,2.48,1.3,1.27,1.84,1.12,3.17]","MULTIPOINT((-83.05 42.033333))","Living planet index database",NA,"Farmer, C. J., R. J. Bell, et al. (2008). Trends in autumn counts of migratory raptors in northeastern North America, 1974-2004. State of North America's birds of prey. K. L. Bildstein, J. P. Smith, E. Ruelas Inzunza and R. R. Veit. Cambridge, MA and Washington, D.C., Nuttall Ornithological Club and American Ornithologists' Union: 179-215.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Buteo lagopus","[1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004]","Estimated mean daily count","[8.29,5.12,2.96,2.4,7.77,13.1,3.94,4.49,5.83,6.48,3]","MULTIPOINT((-69.666667 48.15))","Living planet index database",NA,"Farmer, C. J., R. J. Bell, et al. (2008). Trends in autumn counts of migratory raptors in northeastern North America, 1974-2004. State of North America's birds of prey. K. L. Bildstein, J. P. Smith, E. Ruelas Inzunza and R. R. Veit. Cambridge, MA and Washington, D.C., Nuttall Ornithological Club and American Ornithologists' Union: 179-215.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Accipiter gentilis","[1975,1976,1977,1978,1979,1980,1981,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004]","Estimated mean daily count","[0.25,0.29,0.28,0.24,0.54,0.29,0.79,0.73,0.75,0.69,0.71,0.76,0.28,0.38,0.44,0.85,0.7,0.91,0.4,0.83,0.43,0.69,0.53,0.46,0.37,0.84,0.88,0.91,0.66]","MULTIPOINT((-83.05 42.033333))","Living planet index database",NA,"Farmer, C. J., R. J. Bell, et al. (2008). Trends in autumn counts of migratory raptors in northeastern North America, 1974-2004. State of North America's birds of prey. K. L. Bildstein, J. P. Smith, E. Ruelas Inzunza and R. R. Veit. Cambridge, MA and Washington, D.C., Nuttall Ornithological Club and American Ornithologists' Union: 179-215.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
