"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Apeltes quadracus","[2011,2014]","Number of individuals","[1270,762]","MULTIPOINT((-61.017433 46.6243))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[84,51]","MULTIPOINT((-65.029957 47.777114))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[795,544]","MULTIPOINT((-64.11454 46.1827))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[2,1]","MULTIPOINT((-63.802767 46.136433))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[2530,783]","MULTIPOINT((-64.710486 46.475972))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[618,956]","MULTIPOINT((-63.165833 46.420833))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[18,33]","MULTIPOINT((-62.11238 46.383134))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[1346,696]","MULTIPOINT((-61.87121 45.68314))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anguilla rostrata","[2011,2014]","Number of individuals","[3,4]","MULTIPOINT((-64.951922 46.75123))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Anguilla rostrata","[2011,2014]","Number of individuals","[1,9]","MULTIPOINT((-61.455567 46.07815))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[161,350]","MULTIPOINT((-64.126831 46.773778))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[218,51]","MULTIPOINT((-63.888896 46.512101))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[139,1481]","MULTIPOINT((-61.455567 46.07815))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[210,88]","MULTIPOINT((-64.646046 47.789535))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[1,11]","MULTIPOINT((-63.14804 46.23122))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[6,110]","MULTIPOINT((-65.57426 46.98624))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[1215,320]","MULTIPOINT((-64.573724 46.34102))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[1013,225]","MULTIPOINT((-64.657552 47.746584))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Apeltes quadracus","[2011,2014]","Number of individuals","[22,50]","MULTIPOINT((-64.56477 46.273319))","Living planet index database",NA,"Theriault, M.-H. (2015). DFO Gulf Region Community Aquatic Monitoring Program (CAMP) Version 4. Bedford Institute of Oceanography. Dartmouth, NS, Canada, OBIS Canada Digital Collections.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
