"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Anguilla rostrata","[1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018]","Total number of eels","[127272,934659,656250,966477,791477,871022,254545,747727,1014204,1312500,644318,934659,226704,465340,210795,258522,119318,39772,7954,7954,163068,31818,6083,3146,1678,2727,1048,2727,2937,11328,14895,16783,13846,32307,20139,39020,51188,49090,40279,35244,28111,12377,6713,24545]","MULTIPOINT((-74.42417 45.11111))","Living planet index database",NA,"Government of Canada (1996). The State of Canada's Environment - 1996. Ottawa, Environment Canada. | Ministry of Natural Resources (2007). American eel in Ontario. State of Resources Reporting. Ontario, Ontario Ministry of Natural Resources.| Ontario Ministry of Natural Resources and Forestry. 2019. Lake Ontario Fish Communities and Fisheries: 2018 Annual Report of the Lake Ontario Management Unit. (Eds). Ontario Ministry of Natural Resources and Forestry, Picton, Ontario, Canada.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
