"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Limosa haemastica","[1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009]","Maximum number of individuals","[60,22,45,38,36,52,45,45,51,61,70,66,95,95,100,120,125,146,200,100,100,95,115,150,100,100,100,115,80,50,135,90,120,140,115,161,126,111,41,111,109,107,81,80,87,86,75,64,70,65]","MULTIPOINT((-69.959722 41.681944))","Living planet index database",NA,"Harrington, B. A., B. Nikula, et al. (2012). ""Occurrence and changing numbers of Hudsonian Godwits during southward migration in the eastern United States."" Wader Study Group Bulletin 119(1): 52-55.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Limosa haemastica","[1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009]","Maximum number of individuals","[36,25,14,40,32,30,30,30,57,60,63,66,52,50,56,38,35,31,27,24,27,20,20,15,24,24,24,24,24,25,37,17,30,19,13,20,10,7,8,3,9,4,5,2,2,2]","MULTIPOINT((-70.877222 42.8125))","Living planet index database",NA,"Harrington, B. A., B. Nikula, et al. (2012). ""Occurrence and changing numbers of Hudsonian Godwits during southward migration in the eastern United States."" Wader Study Group Bulletin 119(1): 52-55.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
