"observed_scientific_name","years","unit","values","geometry","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Odocoileus virginianus","[1983,1984,1985,1986,1987,1988,1989,1990,1991,1992]","Individuals","[1420000,1470000,1567500,1635000,1689000,1702500,1756800,1716200,1770000,1810000]","MULTIPOINT((-73.83333 43))","Living planet index database",NA," Storm, G. L. and W. L. Palmer (1995). ""White-tailed deer in the northeast."" Our living resources: a report to the nation on the distribution, abundance, and health of U.S. plants, animals, and ecosystems. from http://biology.usgs.gov/s+t/noframe/c282.htm.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
