"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Anaxyrus fowleri","[1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008]","Number of breeding individuals","[12,54,248,487,367,515,115,47,46,32,225,125,89,80,380,166,255,131,67,48,44]","MULTIPOINT((-80.41667 42.57944))","Living planet index database",NA,"Green, D. M. (1997). Temporal variation in abundance and age structure in Fowler's toads, Bufo fowleri, at Long Point, Ontario. Amphibians in Decline: Canadian Studies of a Global Problem. D. M. Green. St. Louis, MO. , Society for the study of amphibians and reptiles: Pp. 45-56 | USGS, P. W. R. C. Managers' Monitoring Manual - Amphibian Count CV tool, U.S. Department of the Interior. | COSEWIC (2010). Assessment and Status Report on the Fowler's Toad Anaxyrus fowleri in Canada. Ottawa, Committee on the Status of Endangered Wildlife in Canada. vii: 58.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
