"observed_scientific_name","year_obs","day_obs","time_obs","dwc_event_date","obs_variable","obs_unit","obs_value","lat","lon","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Wallengrenia egeremet",2008,8,"09:03:00","2008-08-07T09:03:00","presence",NA,1,42.0999,-82.492,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Wallengrenia egeremet",2008,8,"09:03:00","2008-08-04T09:03:00","presence",NA,1,42.0999,-82.492,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Wallengrenia egeremet",2008,7,"13:00:00","2008-07-04T13:00:00","presence",NA,1,42.8091,-73.1801,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Wallengrenia egeremet",2008,7,"10:00:00","2008-07-16T10:00:00","presence",NA,1,42.8719,-73.1826,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Wallengrenia egeremet",2008,7,"10:00:00","2008-07-17T10:00:00","presence",NA,1,42.9195,-73.2345,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Wallengrenia egeremet",2008,7,"13:30:00","2008-07-28T13:30:00","presence",NA,1,44.3296,-69.8571,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Wallengrenia egeremet",2008,7,"11:15:00","2008-07-30T11:15:00","presence",NA,1,42.9195,-73.2345,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Wallengrenia egeremet",2008,7,"13:09:00","2008-07-10T13:09:00","presence",NA,1,44.413,-69.4552,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Wallengrenia egeremet",2008,7,"10:00:00","2008-07-08T10:00:00","presence",NA,1,44.4513,-69.6155,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Wallengrenia egeremet",2008,7,"09:40:00","2008-07-16T09:40:00","presence",NA,1,44.413,-69.4552,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Wallengrenia egeremet",2008,7,"09:30:00","2008-07-19T09:30:00","presence",NA,1,41.9079,-72.596,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
