"observed_scientific_name","year_obs","day_obs","time_obs","dwc_event_date","obs_variable","obs_unit","obs_value","lat","lon","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Thymelicus lineola",2019,7,"06:06:00","2019-07-05T06:06:00","occurrence",NA,1,46.709733,-79.10203,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Polyommatus icarus",2019,9,"15:32:00","2019-09-02T15:32:00","occurrence",NA,1,45.473079,-73.765238,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Epinotia nigralbanoidana",2019,6,"23:30:00","2019-06-30T23:30:00","occurrence",NA,1,48.37927,-64.596927,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Phyciodes cocyta",2019,7,"10:35:00","2019-07-14T10:35:00","occurrence",NA,1,45.603462,-76.006502,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Limenitis arthemis arthemis",2019,7,"11:38:00","2019-07-30T11:38:00","occurrence",NA,1,48.618278,-64.275145,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Danaus plexippus",2019,9,"12:23:00","2019-09-13T12:23:00","occurrence",NA,1,46.264617,-72.809828,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Zelleria haimbachi",2019,7,"23:52:00","2019-07-31T23:52:00","occurrence",NA,1,48.456171,-71.010021,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Lithophane baileyi",2019,10,"20:04:00","2019-10-09T20:04:00","occurrence",NA,1,48.379029,-64.596959,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Limenitis archippus",2019,6,"13:59:18","2019-06-22T13:59:18","occurrence",NA,1,45.664444,-76.10778,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Hyles gallii von",2019,8,"08:27:12","2019-08-20T08:27:12","occurrence",NA,1,47.368288,-61.90155,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Papilio polyxenes",2019,9,"17:33:08","2019-09-20T17:33:08","occurrence",NA,1,48.437722,-70.970178,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Magusa divaricata",2019,9,"19:55:00","2019-09-26T19:55:00","occurrence",NA,1,48.379068,-64.596959,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Metaxaglaea inulta",2019,9,"21:37:00","2019-09-21T21:37:00","occurrence",NA,1,48.360607,-79.003333,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Anticlea vasiliata",2019,5,"23:03:00","2019-05-22T23:03:00","occurrence",NA,1,48.360607,-79.003333,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Limenitis arthemis arthemis",2019,8,"12:04:22","2019-08-09T12:04:22","occurrence",NA,1,46.167384,-75.908303,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Litholomia napaea",2019,9,"19:25:00","2019-09-27T19:25:00","occurrence",NA,1,48.379097,-64.597152,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Lambdina fiscellaria",2019,9,"00:10:00","2019-09-15T00:10:00","occurrence",NA,1,48.379325,-64.596873,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Danaus plexippus",2019,8,"15:18:30","2019-08-27T15:18:30","occurrence",NA,1,45.360254,-72.166159,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Pseudothyatira cymatophoroides",2019,7,"00:08:00","2019-07-24T00:08:00","occurrence",NA,1,48.360607,-79.003333,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Vanessa virginiensis",2019,8,"17:50:00","2019-08-26T17:50:00","occurrence",NA,1,45.487378,-75.86463,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Phyllodesma americana",2019,5,"23:43:00","2019-05-29T23:43:00","occurrence",NA,1,48.360607,-79.003333,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Melanchra adjuncta",2019,7,"10:40:48","2019-07-06T10:40:48","occurrence",NA,1,45.4213,-75.786963,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Xestia",2019,7,"00:15:00","2019-07-21T00:15:00","occurrence",NA,1,48.379029,-64.596959,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Boloria",2019,6,"12:46:00","2019-06-22T12:46:00","occurrence",NA,1,45.243503,-72.454758,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Bellura vulnifica",2019,6,"00:12:00","2019-06-25T00:12:00","occurrence",NA,1,48.360607,-79.003333,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Acronicta fragilis",2019,6,"23:41:00","2019-06-19T23:41:00","occurrence",NA,1,48.360607,-79.003333,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
"Crambus agitatellus",2019,7,"07:59:00","2019-07-02T07:59:00","occurrence",NA,1,45.110715,-72.617229,"gbif","GBIF","iNaturalist Research-grade Observations","iNaturalist.org","iNaturalist.org","cc by nc 4.0","iNaturalist.org"
