"observed_scientific_name","year_obs","day_obs","time_obs","dwc_event_date","obs_variable","obs_unit","obs_value","lat","lon","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Thymelicus lineola",1999,7,"12:00:00","1999-07-25T12:00:00","presence",NA,1,48.5828,-78.1069,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Polygonia progne",1999,7,"12:00:00","1999-07-07T12:00:00","presence",NA,1,45.3319,-71.751,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Colias philodice",1999,8,"12:00:00","1999-08-19T12:00:00","presence",NA,1,48.5888,-78.2547,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Colias philodice",1999,9,"12:00:00","1999-09-12T12:00:00","presence",NA,1,45.6037,-73.6905,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Colias philodice",1999,8,"12:00:00","1999-08-19T12:00:00","presence",NA,1,48.5888,-78.2547,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Vanessa virginiensis",1999,10,"09:30:00","1999-10-03T09:30:00","presence",NA,1,32.7902,-79.9052,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Pieris rapae",1999,8,"12:00:00","1999-08-19T12:00:00","presence",NA,1,48.5828,-78.1069,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Pieris rapae",1999,8,"12:00:00","1999-08-19T12:00:00","presence",NA,1,48.5888,-78.2547,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Pieris rapae",1999,7,"12:00:00","1999-07-18T12:00:00","presence",NA,1,45.9587,-73.2197,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Pieris rapae",1999,5,"12:00:00","1999-05-07T12:00:00","presence",NA,1,45.8941,-74.1579,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Erynnis juvenalis",1999,6,"08:46:00","1999-06-05T08:46:00","presence",NA,1,46.7568,-71.3289,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Celastrina lucia",1999,5,"12:00:00","1999-05-15T12:00:00","presence",NA,1,45.9674,-74.3306,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Celastrina lucia",1999,5,"12:00:00","1999-05-29T12:00:00","presence",NA,1,45.6037,-73.6905,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Celastrina lucia",1999,4,"12:00:00","1999-04-29T12:00:00","presence",NA,1,45.6037,-73.6905,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Limenitis archippus",1999,8,"12:00:00","1999-08-29T12:00:00","presence",NA,1,45.6037,-73.6905,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Euphydryas phaeton",1999,6,"12:00:00","1999-06-06T12:00:00","presence",NA,1,45.6037,-73.6905,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Epargyreus clarus",1999,6,"12:00:00","1999-06-19T12:00:00","presence",NA,1,45.6037,-73.6905,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Celastrina neglecta",1999,6,"12:00:00","1999-06-19T12:00:00","presence",NA,1,45.6037,-73.6905,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Celastrina neglecta",1999,8,"12:00:00","1999-08-15T12:00:00","presence",NA,1,45.6037,-73.6905,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Polites peckius",1999,8,"12:00:00","1999-08-07T12:00:00","presence",NA,1,45.9674,-74.3306,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Lycaena hyllus",1999,9,"12:00:00","1999-09-19T12:00:00","presence",NA,1,45.6037,-73.6905,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Polites mystic",1999,7,"10:30:00","1999-07-04T10:30:00","presence",NA,1,42.9133,-80.9565,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Speyeria cybele",1999,10,"10:45:00","1999-10-03T10:45:00","presence",NA,1,35.7196,-82.6671,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Nymphalis antiopa",1999,4,"09:00:00","1999-04-03T09:00:00","presence",NA,1,42.2384,-83.0745,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Aglais milberti",1999,8,"12:00:00","1999-08-18T12:00:00","presence",NA,1,48.5828,-78.1069,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Aglais milberti",1999,8,"12:00:00","1999-08-19T12:00:00","presence",NA,1,48.5888,-78.2547,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Thorybes pylades",1999,6,"12:00:00","1999-06-19T12:00:00","presence",NA,1,45.6037,-73.6905,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Carterocephalus palaemon",1999,5,"12:00:00","1999-05-28T12:00:00","presence",NA,1,45.8941,-74.1579,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Colias eurytheme",1999,8,"12:00:00","1999-08-18T12:00:00","presence",NA,1,49.458,-78.3059,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Cercyonis pegala",1999,7,"12:00:00","1999-07-18T12:00:00","presence",NA,1,48.442,-71.0571,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Lethe anthedon",1999,7,"12:00:00","1999-07-10T12:00:00","presence",NA,1,45.6037,-73.6905,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Euphyes vestris",1999,6,"12:00:00","1999-06-05T12:00:00","presence",NA,1,45.9667,-73.7167,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Lycaena phlaeas",1999,8,"06:11:00","1999-08-22T06:11:00","presence",NA,1,48.5146,-68.465,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Lycaena hyllus",1999,9,"12:00:00","1999-09-11T12:00:00","presence",NA,1,45.6037,-73.6905,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Feniseca tarquinius",1999,5,"12:00:00","1999-05-18T12:00:00","presence",NA,1,45.9587,-73.2197,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Phoebis sennae",1999,10,"17:00:00","1999-10-03T17:00:00","presence",NA,1,32.7454,-79.9132,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Atlides halesus",1999,10,"13:30:00","1999-10-03T13:30:00","presence",NA,1,33.1295,-79.5164,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Papilio polyxenes",1999,5,"","1999-05-17","presence",NA,1,46.4674,-72.532,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Euphyes bimacula",1999,6,"","1999-06-19","presence",NA,1,46.4336,-72.4955,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Callophrys lanoraieensis",1999,5,"","1999-05-22","presence",NA,1,45.9972,-73.2991,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Cercyonis pegala",1999,7,"","1999-07-21","presence",NA,1,45.0416,-72.1924,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Coenonympha inornata",1999,7,"","1999-07-31","presence",NA,1,45.9972,-73.2991,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Limenitis arthemis",1999,7,"","1999-07-29","presence",NA,1,46.4751,-72.3911,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Coenonympha inornata",1999,6,"","1999-06-19","presence",NA,1,46.4336,-72.4955,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Pieris oleracea",1999,8,"","1999-08-22","presence",NA,1,45.0161,-73.0829,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Lethe anthedon",1999,7,"","1999-07-21","presence",NA,1,45.0079,-72.1176,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Colias philodice",1999,10,"","1999-10-03","presence",NA,1,45.4346,-73.9343,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Limenitis arthemis",1999,7,"","1999-07-29","presence",NA,1,46.4336,-72.4955,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Danaus plexippus",1999,8,"","1999-08-15","presence",NA,1,46.5008,-72.2461,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Limenitis arthemis",1999,7,"","1999-07-29","presence",NA,1,46.4048,-72.4937,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Polygonia comma",1999,7,"","1999-07-31","presence",NA,1,45.9972,-73.2991,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Limenitis archippus",1999,7,"","1999-07-31","presence",NA,1,45.9972,-73.2991,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
