"observed_scientific_name","year_obs","day_obs","time_obs","dwc_event_date","obs_variable","obs_unit","obs_value","lat","lon","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Thymelicus lineola",1978,8,"12:00:00","1978-08-28T12:00:00","presence",NA,1,46.5122,-74.9897,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Thymelicus lineola",1978,6,"00:00:00","1978-06-26T00:00:00","presence",NA,1,45.7596,-73.8151,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Limenitis arthemis",1978,6,"00:00:00","1978-06-25T00:00:00","presence",NA,1,45.761,-73.9838,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Colias philodice",1978,8,"12:00:00","1978-08-29T12:00:00","presence",NA,1,46.5122,-74.9897,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Colias philodice",1978,6,"12:00:00","1978-06-04T12:00:00","presence",NA,1,45.4667,-73.45,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Colias philodice",1978,8,"12:00:00","1978-08-28T12:00:00","presence",NA,1,46.5122,-74.9897,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Colias philodice",1978,6,"12:00:00","1978-06-08T12:00:00","presence",NA,1,45.4667,-73.45,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Colias philodice",1978,6,"12:00:00","1978-06-05T12:00:00","presence",NA,1,45.4667,-73.45,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Glaucopsyche lygdamus",1978,5,"12:00:00","1978-05-22T12:00:00","presence",NA,1,45.4667,-73.45,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Glaucopsyche lygdamus",1978,6,"12:00:00","1978-06-04T12:00:00","presence",NA,1,45.4667,-73.45,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Phyciodes cocyta",1978,6,"00:00:00","1978-06-06T00:00:00","presence",NA,1,45.7596,-73.8151,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Cercyonis pegala",1978,8,"12:00:00","1978-08-24T12:00:00","presence",NA,1,46.1954,-73.6205,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Cercyonis pegala",1978,7,"00:00:00","1978-07-30T00:00:00","presence",NA,1,45.7596,-73.8151,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Pieris rapae",1978,7,"12:00:00","1978-07-17T12:00:00","presence",NA,1,45.4667,-73.45,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Pieris rapae",1978,6,"12:00:00","1978-06-21T12:00:00","presence",NA,1,45.4667,-73.45,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Pieris rapae",1978,5,"12:00:00","1978-05-21T12:00:00","presence",NA,1,45.4667,-73.45,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Lethe anthedon",1978,7,"12:00:00","1978-07-02T12:00:00","presence",NA,1,46.5122,-74.9897,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Lethe anthedon",1978,7,"12:00:00","1978-07-15T12:00:00","presence",NA,1,46.5122,-74.9897,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Megisto cymela",1978,6,"00:00:00","1978-06-09T00:00:00","presence",NA,1,45.7596,-73.8151,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Limenitis archippus",1978,6,"00:00:00","1978-06-09T00:00:00","presence",NA,1,45.7596,-73.8151,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
