"observed_scientific_name","year_obs","day_obs","time_obs","dwc_event_date","obs_variable","obs_unit","obs_value","lat","lon","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Anatrytone logan",1895,7,"","1895-07-15","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Speyeria cybele",1895,7,"","1895-07-03","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Erynnis icelus",1895,6,"","1895-06-11","presence",NA,1,45.6397,-73.8439,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Papilio canadensis",1895,6,"","1895-06-01","presence",NA,1,45.0391,-73.0746,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Chlosyne harrisii",1895,6,"","1895-06-11","presence",NA,1,45.6397,-73.8439,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Phyciodes cocyta",1895,6,"","1895-06-11","presence",NA,1,45.6397,-73.8439,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Colias philodice",1895,7,"","1895-07-20","presence",NA,1,45.5126,-73.6468,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Papilio canadensis",1895,6,"00:00:00","1895-06-01T00:00:00","abundance",NA,2,45.03915,-73.074646,"gbif","GBIF","eButterfly Surveys","Vermont Center for Ecostudies","Vermont Center for Ecostudies","cc by nc 4.0","Vermont Center for Ecostudies"
"Chlosyne harrisii",1895,6,"00:00:00","1895-06-11T00:00:00","occurrence",NA,1,45.639718,-73.84391,"gbif","GBIF","eButterfly Surveys","Vermont Center for Ecostudies","Vermont Center for Ecostudies","cc by nc 4.0","Vermont Center for Ecostudies"
"Boloria selene",1895,6,"00:00:00","1895-06-11T00:00:00","occurrence",NA,1,45.639718,-73.84391,"gbif","GBIF","eButterfly Surveys","Vermont Center for Ecostudies","Vermont Center for Ecostudies","cc by nc 4.0","Vermont Center for Ecostudies"
"Colias philodice",1895,7,"00:00:00","1895-07-20T00:00:00","occurrence",NA,1,45.512582,-73.646831,"gbif","GBIF","eButterfly Surveys","Vermont Center for Ecostudies","Vermont Center for Ecostudies","cc by nc 4.0","Vermont Center for Ecostudies"
"Thorybes pylades",1895,6,"00:00:00","1895-06-01T00:00:00","occurrence",NA,1,45.0333,-73.0833,"gbif","GBIF","Lyman Entomological Museum","Canadian Biodiversity Information Facility","Canadian Biodiversity Information Facility","cc0 1.0","Canadian Biodiversity Information Facility"
"Papilio canadensis",1895,6,"00:00:00","1895-06-01T00:00:00","occurrence",NA,1,45.0333,-73.0833,"gbif","GBIF","Lyman Entomological Museum","Canadian Biodiversity Information Facility","Canadian Biodiversity Information Facility","cc0 1.0","Canadian Biodiversity Information Facility"
"Boloria selene",1895,6,"00:00:00","1895-06-11T00:00:00","occurrence",NA,1,45.6333,-73.85,"gbif","GBIF","Lyman Entomological Museum","Canadian Biodiversity Information Facility","Canadian Biodiversity Information Facility","cc0 1.0","Canadian Biodiversity Information Facility"
"Erynnis icelus",1895,6,"00:00:00","1895-06-11T00:00:00","occurrence",NA,1,45.6333,-73.85,"gbif","GBIF","Lyman Entomological Museum","Canadian Biodiversity Information Facility","Canadian Biodiversity Information Facility","cc0 1.0","Canadian Biodiversity Information Facility"
"Phyciodes cocyta",1895,6,"00:00:00","1895-06-11T00:00:00","occurrence",NA,1,45.6333,-73.85,"gbif","GBIF","Lyman Entomological Museum","Canadian Biodiversity Information Facility","Canadian Biodiversity Information Facility","cc0 1.0","Canadian Biodiversity Information Facility"
"Chlosyne harrisii",1895,6,"00:00:00","1895-06-11T00:00:00","occurrence",NA,1,45.6333,-73.85,"gbif","GBIF","Lyman Entomological Museum","Canadian Biodiversity Information Facility","Canadian Biodiversity Information Facility","cc0 1.0","Canadian Biodiversity Information Facility"
"Papilio canadensis",1895,6,"00:00:00","1895-06-01T00:00:00","occurrence",NA,1,45.0333,-73.0833,"gbif","GBIF","Lyman Entomological Museum","Canadian Biodiversity Information Facility","Canadian Biodiversity Information Facility","cc0 1.0","Canadian Biodiversity Information Facility"
"Danaus plexippus",1895,7,"00:00:00","1895-07-24T00:00:00","occurrence",NA,1,45.5,-73.5833,"gbif","GBIF","Lyman Entomological Museum","Canadian Biodiversity Information Facility","Canadian Biodiversity Information Facility","cc0 1.0","Canadian Biodiversity Information Facility"
"Erynnis icelus",1895,6,"00:00:00","1895-06-11T00:00:00","occurrence",NA,1,45.639718,-73.84391,"gbif","GBIF","eButterfly Surveys","Vermont Center for Ecostudies","Vermont Center for Ecostudies","cc by nc 4.0","Vermont Center for Ecostudies"
"Phyciodes cocyta",1895,6,"00:00:00","1895-06-11T00:00:00","occurrence",NA,1,45.639718,-73.84391,"gbif","GBIF","eButterfly Surveys","Vermont Center for Ecostudies","Vermont Center for Ecostudies","cc by nc 4.0","Vermont Center for Ecostudies"
"Colias philodice",1895,8,"00:00:00","1895-08-06T00:00:00","presence",NA,1,51.0486,-114.0708,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Eurytides marcellus",1895,7,"","1895-07-20","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Pontia protodice",1895,7,"","1895-07-07","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Papilio glaucus",1895,7,"","1895-07-13","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Vanessa atalanta",1895,7,"","1895-07-18","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Vanessa virginiensis",1895,7,"","1895-07-13","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Speyeria idalia",1895,7,"","1895-07-24","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Celastrina neglecta",1895,7,"","1895-07-29","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Pontia protodice",1895,7,"","1895-07-13","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Eumaeus atala",1895,3,"","1895-03-14","presence",NA,1,25.7617,-80.1918,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Eurytides marcellus",1895,7,"","1895-07-17","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Phyciodes cocyta",1895,7,"","1895-07-24","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Speyeria idalia",1895,7,"","1895-07-17","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Cercyonis pegala",1895,7,"","1895-07-20","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Speyeria idalia",1895,7,"","1895-07-20","presence",NA,1,42.3149,-83.0364,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
