"observed_scientific_name","year_obs","day_obs","time_obs","dwc_event_date","obs_variable","obs_unit","obs_value","lat","lon","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Aglais milberti",1887,7,"","1887-07-25","presence",NA,1,45.2096,-72.7275,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Polygonia progne",1887,9,"","1887-09-20","presence",NA,1,45.5312,-73.5978,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Boloria chariclea",1887,8,"","1887-08-04","presence",NA,1,47.6627,-70.1103,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Coenonympha tullia mcisaaci",1887,7,"00:00:00","1887-07-14T00:00:00","occurrence",NA,1,51.95,-79.2833,"gbif","GBIF","Canadian National Collection (CNC) of Insects, Arachnids and Nematodes","Canadian Biodiversity Information Facility","Canadian Biodiversity Information Facility","cc by 4.0","Canadian Biodiversity Information Facility"
"Lycaeides idas",1887,7,"00:00:00","1887-07-14T00:00:00","occurrence",NA,1,51.95,-79.2833,"gbif","GBIF","Canadian National Collection (CNC) of Insects, Arachnids and Nematodes","Canadian Biodiversity Information Facility","Canadian Biodiversity Information Facility","cc by 4.0","Canadian Biodiversity Information Facility"
"Aglais milberti",1887,7,"00:00:00","1887-07-25T00:00:00","abundance",NA,2,45.209583,-72.727542,"gbif","GBIF","eButterfly Surveys","Vermont Center for Ecostudies","Vermont Center for Ecostudies","cc by nc 4.0","Vermont Center for Ecostudies"
"Boloria chariclea",1887,8,"00:00:00","1887-08-04T00:00:00","occurrence",NA,1,47.662662,-70.110268,"gbif","GBIF","eButterfly Surveys","Vermont Center for Ecostudies","Vermont Center for Ecostudies","cc by nc 4.0","Vermont Center for Ecostudies"
"Polygonia progne",1887,9,"00:00:00","1887-09-20T00:00:00","occurrence",NA,1,45.531199,-73.597759,"gbif","GBIF","eButterfly Surveys","Vermont Center for Ecostudies","Vermont Center for Ecostudies","cc by nc 4.0","Vermont Center for Ecostudies"
"Boloria chariclea",1887,8,"00:00:00","1887-08-04T00:00:00","occurrence",NA,1,47.6667,-70.1167,"gbif","GBIF","Lyman Entomological Museum","Canadian Biodiversity Information Facility","Canadian Biodiversity Information Facility","cc0 1.0","Canadian Biodiversity Information Facility"
"Nymphalis milberti",1887,7,"00:00:00","1887-07-01T00:00:00","occurrence",NA,1,45.2,-72.7167,"gbif","GBIF","Lyman Entomological Museum","Canadian Biodiversity Information Facility","Canadian Biodiversity Information Facility","cc0 1.0","Canadian Biodiversity Information Facility"
"Polygonia progne",1887,8,"00:00:00","1887-08-20T00:00:00","occurrence",NA,1,45.5,-73.5833,"gbif","GBIF","Lyman Entomological Museum","Canadian Biodiversity Information Facility","Canadian Biodiversity Information Facility","cc0 1.0","Canadian Biodiversity Information Facility"
"Polygonia progne",1887,7,"","1887-07-27","presence",NA,1,47.0645,-79.7909,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
"Speyeria aphrodite",1887,1,"","1887-01-01","presence",NA,1,46.1842,-82.3123,"ebutterfly","Maxim Larrivée, Jeremy Kerr, Kent McFarland and Katy Prudic","eButterfly","ebutterfly","eButterfly","","eButterfly"
